,Q1A,Q2A,Q3A,Q4A,Q5A,Q6A,Q7A,Q8A,Q9A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q20A,Q21A,Q22A,Q23A,Q24A,Q25A,Q26A,Q27A,Q28A,Q29A,Q30A,Q31A,Q32A,Q33A,Q34A,Q35A,Q36A,Q37A,Q38A,Q39A,Q40A,Q41A,Q42A,Q43A,Q44A,Q45A,Q46A,Q47A,Q48A,Q49A,Q50A,Q51A,Q52A,Q53A,Q54A,Q55A,Q56A,T1A,T2A,T3A,T4A,T5A,T6A,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,drug1,drug2,drug3,drug4,drug5,drug6,drug7,drug8,drug9
3488,3,3,2,4,2,4,3,2,2,4,3,3,2,4,3,3,1,2,3,2,1,4,2,3,2,2,2,2,4,3,3,3,3,1,4,3,1,2,4,2,3,3,4,4,3,4,4,3,4,4,4,4,4,4,3,4,1,1,2,2,2,1,2,3,3,7,5,5,5,1,2,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,3,3,2,1,26,1,12,1,6,1,1,1,2,0,0,2,0,0,2,2,0
3489,1,2,2,4,2,2,2,2,3,2,1,4,4,3,2,4,4,3,3,1,4,4,4,4,3,2,3,2,3,2,4,4,4,2,4,1,3,1,4,4,4,3,4,4,3,3,2,4,4,2,4,3,4,3,2,2,1,2,2,1,1,2,1,5,5,6,5,6,4,1,3,2,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,4,3,1,2,44,1,9,3,6,1,1,1,1,0,0,0,0,0,2,0,0
3490,3,4,2,3,2,2,2,2,2,2,2,2,2,4,4,3,4,3,4,4,4,3,3,4,4,4,4,4,2,2,3,3,2,3,3,2,2,2,3,3,4,4,4,4,3,3,3,2,3,4,2,4,3,2,3,3,2,2,2,1,1,2,3,5,6,7,5,7,7,2,1,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,2,36,1,4,1,1,1,1,4,0,0,0,0,0,0,3,0,0
3491,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,2,2,3,3,2,2,2,4,3,3,1,3,3,2,4,3,2,4,3,3,4,3,4,2,2,3,3,3,4,2,2,4,2,2,4,2,4,4,3,3,4,1,1,2,2,2,2,7,1,3,1,7,3,7,5,7,3,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4,2,2,1,24,1,10,1,7,2,1,3,1,0,0,0,0,1,0,1,0
3492,2,3,2,4,2,4,2,3,3,4,2,3,3,4,3,3,3,3,2,3,4,2,3,4,3,4,2,2,3,3,2,3,3,2,3,3,3,3,2,3,3,2,4,4,4,4,2,4,4,4,4,4,4,4,2,4,2,2,2,2,2,2,7,4,7,6,6,3,7,1,4,2,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,4,3,2,1,28,1,6,1,3,2,1,1,0,0,0,0,0,0,2,0,0
3493,3,3,3,4,3,2,3,2,2,3,3,3,4,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,2,2,3,2,3,3,3,3,3,3,3,2,3,3,3,4,3,3,3,4,2,1,2,1,2,2,3,5,6,5,6,5,4,5,6,5,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,1,48,1,7,1,6,1,2,4,0,0,0,0,0,0,2,0,0
3494,4,2,4,4,4,3,4,3,4,3,4,4,3,4,3,4,2,3,3,3,2,4,3,3,2,4,2,4,4,3,2,4,4,2,4,4,2,2,4,2,4,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,4,2,2,1,40,1,7,1,6,1,2,1,0,0,0,0,0,0,2,3,0
3495,3,3,3,3,2,2,3,3,2,3,2,3,2,3,2,2,2,2,2,3,2,2,3,3,2,3,3,2,3,2,2,3,3,3,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,2,3,3,3,4,1,1,2,2,2,1,5,4,6,3,7,3,6,5,6,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,26,1,2,1,6,1,1,3,2,2,0,0,0,0,0,1,0
3496,2,2,2,2,2,2,2,2,2,3,2,3,2,3,3,4,4,4,4,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,4,2,2,2,3,2,2,4,3,4,2,3,3,3,3,4,4,4,3,3,3,4,2,1,2,1,1,2,3,3,4,5,5,6,6,2,6,5,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4,3,1,1,47,1,3,1,6,1,2,6,2,0,0,0,0,0,0,0,0
3497,3,3,2,2,3,3,3,2,3,3,2,3,2,3,3,3,2,4,3,3,4,3,2,3,3,4,2,2,1,1,2,1,2,1,3,2,1,1,2,3,3,1,4,4,4,3,3,4,4,4,3,4,3,3,4,4,1,1,2,1,2,2,6,3,5,7,5,2,7,3,3,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,3,2,2,1,27,1,4,1,6,1,1,3,2,3,0,2,0,0,3,2,0
3498,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,2,2,2,2,2,2,2,2,3,2,2,2,4,1,2,1,2,3,3,3,4,2,2,1,3,3,2,3,3,2,4,4,3,3,2,3,2,4,4,3,3,1,1,2,2,2,2,6,2,5,2,7,5,6,5,5,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,4,1,2,1,55,1,6,1,6,1,3,1,0,3,0,0,0,0,2,1,0
3499,1,4,4,3,1,1,2,2,1,3,3,1,3,2,3,3,2,3,2,1,2,2,3,4,3,3,2,3,1,1,3,3,4,1,2,4,2,1,1,2,3,3,2,1,2,4,3,1,4,3,3,3,4,3,2,4,2,1,1,1,1,1,2,4,7,1,5,5,4,2,6,2,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,4,1,2,1,52,2,1,1,6,1,2,2,0,0,0,0,0,0,0,0,0
3500,2,3,3,3,4,4,3,3,4,3,2,3,4,3,2,3,2,2,2,1,1,2,3,2,2,2,2,2,3,2,3,2,3,2,3,2,3,2,2,2,2,2,3,3,3,4,4,3,4,4,3,2,3,3,3,4,1,2,2,2,2,2,6,1,5,7,6,2,6,5,3,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,4,3,1,2,30,1,2,3,5,2,1,3,0,0,0,0,0,0,2,0,0
3501,2,2,3,4,3,3,3,2,2,2,2,3,1,3,3,4,2,2,3,2,2,2,2,3,3,2,2,2,3,2,4,3,4,3,4,2,3,1,3,2,2,3,4,3,2,3,3,3,3,3,3,3,3,3,4,3,1,1,2,1,2,2,3,2,2,7,5,7,6,7,1,3,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,2,1,1,30,1,6,1,6,1,1,2,0,0,0,0,0,0,2,0,0
3502,3,3,3,4,3,3,3,3,3,3,1,3,2,3,2,2,2,3,3,3,2,3,3,3,3,2,3,3,1,1,3,2,3,2,3,3,2,2,2,2,3,2,4,4,4,3,3,3,3,4,3,4,3,3,3,4,1,1,2,2,2,2,3,1,5,3,6,5,6,1,5,3,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,3,1,2,1,36,1,12,1,6,2,2,2,0,0,0,0,0,0,1,0,0
3503,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2,1,3,2,3,1,2,3,3,2,2,2,2,2,3,2,2,3,2,3,4,3,2,2,1,2,2,3,4,3,4,1,3,4,3,3,4,3,4,3,4,2,1,2,2,2,2,7,2,2,7,7,1,6,5,3,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,3,3,2,1,38,1,1,3,6,1,3,4,2,3,2,3,0,0,2,4,0
3504,1,2,2,3,3,2,2,1,3,2,3,4,2,3,3,3,4,4,4,3,3,3,3,4,3,3,3,4,3,3,3,2,3,3,3,2,4,3,2,4,4,4,4,3,2,2,2,3,4,2,3,1,3,2,2,2,2,1,2,1,1,1,5,5,3,5,3,4,4,1,6,4,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,2,1,27,1,4,1,6,1,2,4,2,0,0,3,0,1,2,0,0
3505,2,3,2,4,2,2,3,4,3,4,1,3,3,4,1,2,2,2,3,4,2,2,3,3,3,3,2,1,2,2,2,3,3,2,1,2,1,2,1,4,3,3,4,4,2,1,2,4,2,4,2,4,2,3,2,4,2,1,2,2,1,2,1,1,7,2,6,4,7,5,6,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,1,2,1,33,1,1,1,6,1,3,1,0,0,0,0,0,0,2,3,0
3506,3,2,2,3,2,2,3,2,2,4,2,3,4,4,3,3,4,3,3,4,3,3,2,4,3,4,3,3,2,3,2,2,4,2,3,3,2,2,3,4,3,3,4,4,4,3,2,4,4,4,3,4,4,3,4,4,1,1,2,1,2,2,6,4,6,3,7,2,7,2,4,2,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,4,2,2,1,46,1,4,1,6,1,1,3,1,0,0,0,0,0,2,1,0
3507,2,2,2,3,2,2,4,3,2,3,2,3,2,3,2,3,3,3,4,2,3,3,3,4,3,3,3,3,3,3,3,4,4,3,4,3,3,1,4,3,3,4,3,3,2,2,3,3,3,2,2,2,2,2,3,2,2,2,2,1,1,1,1,6,6,5,4,5,3,1,4,3,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,3,3,2,1,22,1,1,2,6,2,1,2,2,0,0,0,0,0,2,2,0
3508,1,3,1,4,1,3,2,2,1,3,1,2,1,4,4,2,4,3,3,3,4,2,3,4,2,4,4,4,2,1,3,2,2,2,2,2,1,1,2,4,4,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,2,2,1,2,2,1,1,2,6,6,7,7,7,2,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,20,1,6,1,6,2,1,3,0,0,0,0,0,0,2,0,0
3509,3,3,4,3,2,3,3,4,3,4,4,3,4,4,2,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,4,4,2,3,4,3,2,4,2,3,2,4,4,2,3,2,3,3,2,3,3,4,2,3,4,1,1,2,2,1,1,6,5,6,7,6,2,6,7,1,2,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,2,24,1,2,3,7,1,1,4,0,0,0,0,0,0,0,0,0
3510,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,2,2,2,3,1,2,3,2,2,3,2,2,2,2,3,2,4,2,3,2,2,2,2,2,2,4,3,3,2,3,3,3,4,4,3,3,3,3,3,4,1,2,2,2,2,2,3,1,5,6,7,5,6,3,3,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,4,1,2,1,26,1,1,3,6,1,2,7,2,0,2,0,0,0,2,1,0
3511,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,1,4,4,3,2,3,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,2,3,4,4,4,4,4,1,3,2,3,4,4,3,4,4,4,2,4,1,1,2,1,1,1,7,4,7,7,7,1,6,1,6,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,4,2,2,1,30,1,4,1,0,1,2,1,2,0,0,0,0,0,0,0,0
3512,2,3,2,2,3,2,2,2,2,3,2,2,2,4,3,2,3,2,3,2,2,2,3,4,2,3,2,2,2,3,2,2,2,2,2,3,3,3,3,2,2,3,2,2,2,3,2,2,3,4,3,3,3,3,3,4,2,1,1,2,1,2,6,5,3,3,6,5,6,6,6,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,1,47,1,1,1,6,2,2,3,1,0,0,0,0,0,3,0,0
3513,2,4,1,4,2,4,3,4,4,3,1,4,4,4,3,4,1,4,3,3,1,4,3,4,1,2,2,3,1,2,4,3,4,1,4,4,3,4,1,2,3,3,3,4,4,1,3,3,2,4,2,3,4,3,2,4,1,1,2,2,2,1,7,3,7,1,7,1,6,1,7,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,2,1,36,1,1,1,7,1,1,2,2,3,1,3,2,2,2,0,0
3514,2,2,1,2,1,2,1,2,2,3,1,3,2,3,4,4,3,3,2,3,2,3,2,3,2,2,2,2,2,3,3,4,3,2,2,2,3,1,2,2,2,3,3,3,2,3,3,2,4,3,3,2,4,3,4,2,2,1,2,1,1,1,2,5,6,7,3,5,3,2,2,5,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3,2,1,1,23,1,2,2,6,2,1,1,4,0,0,2,2,2,2,0,0
3515,1,3,2,3,4,2,2,3,3,4,1,3,3,4,3,4,4,4,4,3,4,4,3,4,4,4,3,4,3,1,4,4,3,3,3,3,1,1,1,1,3,3,4,3,1,1,2,4,1,4,1,4,2,3,2,4,2,1,1,1,1,2,6,6,7,2,6,7,6,1,6,5,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4,2,2,1,31,1,2,1,6,2,1,2,0,0,0,0,0,0,2,1,0
3516,1,2,3,3,2,2,2,2,2,2,3,2,4,4,3,3,4,2,4,2,3,2,2,4,4,4,3,3,3,2,2,3,3,2,3,3,2,2,3,2,3,2,3,3,3,3,3,3,4,3,3,3,4,4,3,3,2,1,2,1,2,2,2,2,6,7,5,4,5,3,5,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,3,2,1,40,1,1,1,6,2,1,2,0,0,2,0,0,0,1,1,0
3517,4,4,3,4,4,3,4,3,3,3,4,4,2,4,2,4,2,2,3,2,1,2,4,3,3,3,3,3,3,4,3,4,3,4,4,4,4,1,3,3,3,4,2,4,3,3,3,2,1,2,2,2,3,3,3,3,1,1,2,1,1,1,6,6,6,2,7,5,5,6,6,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,23,1,4,1,6,2,1,4,2,0,0,0,0,0,0,0,0
3518,4,3,2,4,4,4,4,2,4,3,3,3,4,3,3,2,2,3,3,3,3,3,3,3,1,3,3,2,3,3,3,3,4,3,4,2,2,3,3,4,4,3,4,4,2,3,2,2,3,3,4,4,4,3,4,4,1,1,2,2,2,2,5,2,3,5,7,2,6,5,5,2,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,3,2,1,1,28,1,4,1,7,1,1,1,1,0,0,2,0,0,2,0,0
3519,2,3,2,3,3,4,3,3,4,3,1,4,3,4,3,4,3,3,2,3,2,3,3,3,2,2,2,1,3,1,3,4,4,2,4,3,2,1,2,3,3,2,1,4,3,2,2,2,4,4,3,4,4,1,4,4,1,2,2,2,2,2,5,2,4,1,7,2,7,3,3,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3,3,2,2,59,1,3,1,1,1,3,0,2,2,4,0,4,0,2,4,0
3520,2,2,3,3,3,3,3,2,3,2,3,4,3,4,3,2,2,3,3,2,2,2,3,2,2,3,2,2,3,3,3,4,2,4,3,3,2,3,3,2,2,3,2,3,1,3,3,2,3,2,3,1,3,3,2,1,1,1,1,1,1,1,4,1,6,1,7,6,4,3,7,2,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,4,0,1,1,45,1,1,2,6,1,3,2,1,0,0,0,0,0,2,0,0
3521,4,3,3,3,3,3,4,3,4,3,3,3,2,4,1,2,2,2,2,3,2,1,3,3,2,4,2,1,2,1,1,1,2,2,3,2,1,3,4,2,3,1,4,4,3,3,2,4,3,3,3,4,4,4,4,4,1,1,2,2,2,2,5,1,6,7,7,5,6,6,3,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,1,2,1,23,1,1,2,1,1,1,2,2,0,0,0,0,0,2,1,0
3522,3,3,4,4,4,4,3,3,3,4,3,4,3,4,3,3,1,2,2,4,1,3,3,3,2,4,3,3,2,2,2,3,4,2,4,4,3,1,2,3,3,3,4,4,2,4,4,4,4,3,4,4,4,4,4,4,1,1,2,2,2,1,6,2,4,5,6,3,5,3,4,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,2,2,1,23,1,7,1,6,1,1,4,2,0,0,2,0,0,2,0,0
3523,3,2,3,3,3,3,3,2,4,2,3,2,3,3,2,3,2,3,3,4,2,3,1,2,3,3,2,4,2,2,4,3,2,3,4,4,1,3,2,2,4,2,4,4,2,4,4,3,4,4,4,2,3,4,4,4,2,1,2,1,1,2,7,2,5,5,4,1,6,1,2,4,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,20,1,4,2,6,2,1,3,3,0,0,0,0,0,3,0,0
3524,2,2,2,4,4,3,2,1,2,2,1,1,3,3,2,4,3,3,3,2,4,4,3,4,4,3,3,4,3,1,2,2,2,3,3,3,3,2,2,1,2,2,2,2,3,3,3,1,3,2,3,1,3,3,1,2,2,1,1,1,2,1,5,1,6,1,3,4,5,2,6,3,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,1,35,1,5,1,6,1,2,4,0,0,0,0,0,0,0,1,0
3525,2,2,3,3,2,3,2,2,1,3,2,3,2,2,3,4,3,2,3,3,2,3,3,3,2,2,3,2,2,3,3,3,3,3,3,2,3,2,2,2,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,2,2,1,2,2,2,5,5,5,5,5,5,1,5,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,1,2,1,48,1,1,1,6,1,2,2,2,0,0,0,0,0,3,1,0
3526,3,3,2,4,2,3,3,3,4,3,3,4,4,3,2,2,2,3,2,2,2,2,3,3,1,3,2,2,2,3,3,2,3,2,3,4,2,2,2,4,4,3,3,3,2,2,3,4,3,3,2,3,3,3,3,2,1,1,2,2,2,1,3,3,6,5,7,2,5,5,5,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,2,1,57,1,6,1,6,1,1,5,3,0,0,2,0,0,2,2,0
3527,3,3,3,3,3,3,4,3,3,4,3,4,4,3,3,3,1,2,1,2,1,2,4,3,2,3,3,2,1,3,3,3,3,2,4,2,3,2,2,2,2,2,3,4,4,3,3,4,2,3,3,3,3,3,3,4,1,2,2,2,2,2,3,3,6,3,7,3,7,1,7,2,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,3,2,2,1,25,1,12,5,6,2,1,2,2,2,0,2,3,0,3,0,0
3528,3,3,2,3,4,2,4,3,4,4,1,4,4,2,3,3,2,2,1,3,1,2,2,4,3,2,3,3,2,2,3,2,3,3,3,2,2,3,2,3,3,2,4,4,4,4,4,4,3,3,3,3,3,4,3,4,1,2,2,2,2,2,7,1,5,2,7,4,5,1,5,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,26,1,1,1,6,1,1,2,3,2,0,2,3,2,2,1,0
3529,3,3,3,4,2,2,4,3,2,3,2,3,2,4,3,2,2,3,2,3,2,3,3,4,2,3,3,2,1,4,3,2,3,3,3,3,3,2,2,2,3,2,4,4,3,4,3,3,4,3,4,2,4,4,4,4,1,1,2,1,2,1,5,6,4,6,7,3,6,3,4,3,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,2,1,21,1,6,2,6,1,1,2,2,2,0,2,0,0,3,2,0
3530,3,2,3,4,2,3,4,3,2,3,2,4,3,2,3,3,2,2,2,3,1,3,3,2,2,2,2,2,4,4,3,4,4,3,4,3,4,3,3,4,4,3,3,2,1,3,2,2,3,3,3,3,3,3,3,2,2,1,2,2,2,1,2,6,5,5,6,4,4,3,4,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,3,1,2,1,30,3,1,2,6,1,1,2,1,0,2,2,0,0,1,3,0
3531,2,2,2,4,3,2,3,2,2,4,2,2,2,3,2,3,3,2,2,2,2,3,3,3,2,4,2,2,3,1,4,3,4,3,2,3,2,3,1,2,3,3,3,3,4,3,2,4,3,4,3,4,2,3,2,4,2,1,2,1,2,2,2,2,7,1,6,6,7,5,7,3,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,3,2,1,29,1,12,4,6,2,2,1,0,0,0,0,0,0,1,1,0
3532,2,2,3,3,3,4,4,3,3,2,3,4,3,2,4,3,2,3,1,3,2,2,4,3,2,2,2,3,2,2,4,4,4,3,4,3,3,4,4,3,3,3,3,3,2,3,3,3,2,4,3,2,4,2,3,4,2,2,2,1,1,2,7,4,3,1,6,4,7,3,7,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,1,1,40,1,2,1,6,1,2,2,0,0,0,0,0,0,2,0,0
3533,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,4,1,3,3,3,4,3,3,3,3,4,3,3,4,4,3,3,3,3,4,4,3,2,2,2,3,3,4,4,3,3,2,3,3,4,3,4,4,2,3,4,2,2,2,2,2,2,6,2,7,2,6,2,7,1,7,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,1,1,50,1,7,1,1,1,3,6,1,1,0,0,1,0,2,0,0
3534,2,2,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2,4,2,3,2,3,2,1,2,1,1,1,1,5,6,4,5,5,6,1,6,5,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,3,2,2,1,27,1,1,1,6,1,1,3,1,0,0,2,0,0,2,1,0
3535,1,2,3,4,4,3,3,3,4,3,2,4,2,2,3,3,3,4,4,4,2,4,3,4,3,4,2,3,2,3,4,4,4,4,2,4,2,3,1,3,3,4,3,3,2,2,3,2,4,3,1,2,3,3,3,3,1,1,2,1,1,1,3,2,6,4,7,5,6,1,7,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,1,2,1,31,1,1,1,6,1,2,1,0,0,0,0,0,0,2,2,0
3536,3,3,4,4,3,4,4,3,3,4,2,3,4,3,3,3,3,3,3,3,1,3,3,4,3,3,2,3,2,4,3,3,4,3,4,3,4,1,2,3,3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,4,1,1,2,1,2,2,6,3,6,6,7,2,5,2,5,2,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,3,2,2,21,1,1,1,1,2,1,1,2,0,0,0,0,0,2,1,0
3537,2,3,3,3,3,2,3,3,2,3,2,3,2,4,2,3,3,3,3,3,3,2,3,3,3,3,3,2,4,2,3,3,2,4,3,4,2,2,2,2,2,3,2,3,3,3,3,3,4,3,3,2,4,2,2,3,1,2,2,1,1,2,1,1,5,1,6,6,6,3,7,6,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,4,2,1,1,38,1,4,1,6,1,1,3,0,0,0,0,0,0,2,0,0
3538,1,2,2,2,2,2,2,2,1,2,1,2,2,3,2,4,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,2,2,2,4,3,2,2,2,2,3,3,2,3,3,3,4,3,3,3,2,3,2,2,2,1,2,2,1,1,6,7,4,6,5,3,2,4,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,1,46,1,2,1,6,2,2,2,0,0,0,0,0,0,3,3,0
3539,3,2,2,4,4,3,3,3,4,3,2,4,3,3,3,3,3,4,3,3,4,4,3,4,3,4,3,3,2,2,2,3,4,4,3,3,2,3,4,2,3,2,3,4,3,3,2,4,4,4,2,4,4,3,4,4,1,1,2,1,2,2,3,1,7,1,6,7,7,1,7,2,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,4,3,1,2,32,1,8,1,1,1,2,1,0,0,0,0,0,0,0,0,0
3540,4,3,2,3,3,3,3,3,3,3,3,3,3,4,3,2,1,2,3,2,1,3,2,3,2,3,2,2,3,4,2,2,3,2,4,3,3,3,4,2,2,2,3,4,2,3,2,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,5,5,5,2,7,3,5,4,3,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,3,1,1,1,29,1,2,1,6,2,1,6,2,3,2,3,3,0,2,0,0
3541,1,1,4,2,2,4,2,2,1,2,2,3,4,3,4,2,2,4,3,3,3,2,2,3,2,4,1,2,3,1,1,3,2,2,3,3,1,2,2,4,4,2,3,4,3,4,1,2,4,3,4,3,3,1,3,4,2,1,2,1,1,1,1,1,6,5,3,6,6,2,3,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,4,1,2,1,39,1,1,3,6,1,2,1,1,3,1,3,3,0,1,0,0
3542,2,2,3,2,3,4,2,3,4,2,3,3,3,2,3,4,2,4,3,4,2,3,2,2,1,3,1,3,3,2,1,4,2,1,3,4,2,1,2,2,2,3,1,4,4,4,2,3,4,1,4,3,4,4,3,2,2,2,2,1,2,1,4,6,6,5,4,3,2,1,3,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,1,19,1,2,1,6,2,1,2,2,0,0,0,0,0,2,0,0
3543,3,3,3,3,4,3,4,4,3,4,3,3,3,3,2,2,2,3,2,3,2,2,3,3,1,3,3,3,3,2,2,3,3,4,3,3,2,2,3,2,3,4,4,3,2,2,2,3,3,3,2,2,4,2,3,3,1,1,2,1,1,1,6,2,6,2,7,2,6,5,5,2,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,2,2,1,1,19,1,6,2,5,2,1,3,0,0,0,0,0,0,2,0,0
3544,4,3,4,4,3,4,3,3,3,3,2,3,3,4,2,2,2,1,2,1,2,1,2,3,3,2,2,2,2,4,3,2,3,2,2,3,4,2,2,2,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,2,2,6,5,3,3,7,2,6,7,5,2,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,4,3,2,1,29,1,2,1,6,2,1,2,2,2,0,2,0,0,2,3,0
3545,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3,4,3,2,2,3,2,3,2,2,3,3,3,2,2,2,2,2,3,2,2,3,2,1,3,2,3,3,3,2,2,1,3,3,2,1,1,1,1,2,6,2,7,1,7,3,7,1,7,3,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,4,3,2,1,48,1,1,1,6,2,3,1,1,0,1,0,0,0,0,1,0
3546,3,3,3,3,3,3,3,3,4,2,3,3,3,3,2,3,3,2,2,1,3,2,3,3,2,3,2,2,2,3,3,3,4,3,3,2,3,2,2,2,2,3,4,4,2,3,3,4,4,4,3,4,2,2,3,4,1,1,2,1,1,2,6,2,5,6,7,6,7,5,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,35,1,4,1,7,1,3,2,3,0,0,3,0,0,2,3,0
3547,4,2,4,4,3,3,4,2,2,3,4,4,3,4,3,3,3,4,3,4,2,3,3,3,2,2,2,3,2,3,2,4,3,4,4,1,2,4,3,3,4,4,3,3,2,4,2,1,4,2,4,2,4,2,1,2,1,1,1,1,1,1,5,6,7,4,5,7,4,2,6,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,2,2,1,15,1,2,2,7,2,1,3,2,0,0,0,0,0,3,0,0
3548,3,3,3,4,2,3,3,3,3,2,2,2,3,3,2,2,2,2,2,2,1,2,2,3,2,3,2,3,3,3,2,2,2,2,3,3,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,2,3,1,1,2,1,2,1,6,6,5,3,7,2,5,6,3,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,2,1,23,1,12,1,7,1,1,1,1,0,0,2,0,0,2,1,0
