,Q1A,Q2A,Q3A,Q4A,Q5A,Q6A,Q7A,Q8A,Q9A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q20A,Q21A,Q22A,Q23A,Q24A,Q25A,Q26A,Q27A,Q28A,Q29A,Q30A,Q31A,Q32A,Q33A,Q34A,Q35A,Q36A,Q37A,Q38A,Q39A,Q40A,Q41A,Q42A,Q43A,Q44A,Q45A,Q46A,Q47A,Q48A,Q49A,Q50A,Q51A,Q52A,Q53A,Q54A,Q55A,Q56A,T1A,T2A,T3A,T4A,T5A,T6A,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,drug1,drug2,drug3,drug4,drug5,drug6,drug7,drug8,drug9
0,3,2,2,4,2,3,1,1,1,1,1,1,1,4,3,4,4,2,3,4,1,3,4,4,4,3,2,4,4,3,3,3,4,4,4,2,2,1,4,4,3,4,4,3,1,3,4,2,4,4,3,1,4,2,2,1,2,1,2,1,1,2,1,6,7,5,1,7,2,7,7,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,1,2,19,1,7,1,6,1,1,1,0,0,0,0,0,0,3,0,0
1,2,2,3,2,2,4,2,4,3,3,3,3,2,3,4,3,3,4,3,4,3,3,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,2,3,1,3,1,1,4,2,3,2,3,1,3,3,1,2,1,1,1,1,5,6,6,4,6,4,4,2,3,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,2,1,2,35,1,1,1,6,2,2,6,0,0,0,0,0,0,0,0,0
2,2,2,4,4,2,4,2,2,2,4,2,4,1,2,3,3,2,3,2,3,2,3,3,3,2,4,1,3,4,3,3,4,3,3,4,3,2,3,4,3,3,4,3,2,2,3,3,3,3,3,4,4,4,2,3,2,1,2,2,2,1,1,3,5,5,3,6,5,3,5,3,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,1,2,20,1,2,1,6,1,1,2,2,0,0,0,2,0,2,0,0
3,3,3,4,3,2,3,3,2,2,3,3,3,2,3,1,3,2,1,3,2,1,3,3,3,2,2,1,2,4,4,1,2,4,2,3,3,3,4,2,4,4,2,3,4,2,3,4,4,4,3,3,4,4,4,4,3,1,2,2,1,2,2,3,5,2,6,7,6,6,7,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,3,3,2,1,23,1,2,2,6,2,1,3,2,0,0,0,0,0,3,2,0
4,1,2,1,3,4,2,2,2,3,2,1,3,3,3,3,3,1,2,3,2,2,2,3,1,1,4,2,4,2,2,3,2,4,3,2,2,4,2,1,4,4,4,4,4,2,3,2,2,2,4,2,3,2,2,4,4,2,1,2,1,2,2,3,2,7,5,5,6,7,1,7,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,1,0,26,1,4,1,7,2,1,3,0,0,0,0,0,0,0,0,0
5,2,3,3,4,3,1,2,3,3,3,2,3,1,4,3,4,3,3,3,2,2,2,3,3,4,3,1,4,1,3,4,4,4,3,3,4,4,1,3,4,4,4,1,3,1,3,3,1,2,2,2,2,2,3,1,1,1,1,2,1,1,1,3,5,6,5,6,7,4,7,6,5,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,4,3,2,1,47,1,2,1,6,1,3,6,1,0,0,3,0,0,2,1,0
6,2,2,4,3,2,3,2,2,2,2,2,3,2,3,3,3,4,2,3,3,3,3,3,4,3,3,3,2,3,3,3,2,3,2,3,2,3,2,3,2,3,3,3,3,2,3,3,3,3,3,3,4,4,3,3,3,2,1,2,1,2,2,3,3,6,6,2,5,6,3,3,3,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,1,43,1,7,1,7,1,2,2,1,0,0,2,0,0,2,1,0
7,2,3,2,2,2,2,3,2,3,3,2,3,3,3,3,3,3,2,3,2,2,3,2,4,3,3,2,3,2,2,3,3,2,2,3,2,2,1,2,3,3,2,3,2,3,3,2,3,3,3,3,3,3,2,3,3,2,1,2,1,2,2,1,5,5,7,6,2,3,7,2,3,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2,2,2,1,28,1,1,1,6,1,1,2,0,0,0,0,0,0,0,0,0
8,3,3,3,4,3,3,4,3,3,4,2,4,3,3,3,4,2,4,2,3,1,1,3,3,3,2,4,3,2,3,3,3,4,2,4,3,3,2,3,3,3,2,4,4,4,3,3,4,4,4,3,4,4,4,4,4,1,1,2,2,2,2,7,1,6,6,7,2,7,2,5,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,2,1,26,1,12,2,6,2,1,2,2,0,0,0,0,0,3,2,0
9,4,3,4,3,1,3,3,2,2,4,3,3,1,3,3,3,2,2,2,3,3,3,4,2,1,3,4,2,2,3,3,3,3,3,4,3,4,2,3,4,3,4,2,1,2,3,2,1,3,1,2,2,3,3,3,1,1,2,2,1,2,1,1,5,6,6,6,5,3,2,6,2,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,3,3,2,2,27,1,1,1,7,1,1,1,2,2,0,0,0,3,3,1,0
10,2,3,2,2,2,2,3,2,3,4,4,3,2,3,4,3,3,4,3,2,1,3,1,3,3,3,2,3,2,3,3,3,4,1,2,4,4,3,2,3,3,3,4,4,1,3,2,2,2,4,1,2,2,4,3,4,1,2,2,1,1,2,6,5,7,7,7,3,6,1,2,3,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,2,2,2,2,23,1,2,2,6,2,1,2,2,0,0,0,0,0,3,2,0
11,4,1,4,1,4,4,4,4,4,4,1,4,4,4,1,4,1,4,1,4,1,4,4,4,1,1,1,1,4,1,1,1,4,4,4,4,4,4,4,1,4,1,4,4,4,1,1,1,1,4,1,4,4,1,4,4,1,1,2,1,2,2,1,1,7,1,7,7,7,1,7,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,33,1,1,1,3,2,2,2,3,0,0,4,0,0,2,0,0
12,1,1,2,4,2,4,2,1,3,2,1,3,1,4,3,4,3,3,3,2,2,3,2,4,4,3,3,4,2,3,4,3,3,2,4,3,4,1,2,3,3,3,4,4,2,3,2,4,4,4,4,4,4,4,2,1,2,2,2,1,2,2,1,3,5,7,3,7,7,5,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,2,2,2,25,1,1,2,6,1,1,2,0,0,0,0,0,0,3,3,0
13,1,2,1,3,1,2,2,2,2,3,1,2,1,3,3,4,4,4,3,3,2,4,3,4,3,3,2,3,2,2,2,3,4,3,3,3,2,1,2,3,3,4,2,4,2,2,4,1,3,2,2,4,2,4,2,2,2,2,1,1,1,2,1,7,5,7,6,6,3,3,2,6,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,3,1,2,1,22,2,2,2,6,2,1,1,2,0,0,0,0,0,3,2,0
14,3,3,4,3,2,4,3,3,2,4,2,3,2,3,1,2,1,1,1,2,1,3,3,3,1,2,1,2,3,3,4,4,3,1,4,2,3,2,3,1,3,4,3,4,2,2,3,3,4,1,2,2,4,4,3,2,1,1,2,2,2,1,2,4,2,5,7,3,2,5,5,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,1,2,1,34,1,12,2,6,1,3,4,3,2,1,2,2,4,3,4,0
15,4,4,4,4,3,4,4,3,3,3,1,4,3,3,2,1,2,2,3,4,2,3,3,3,3,2,2,1,2,3,4,4,4,3,3,4,4,3,4,4,4,4,4,2,4,4,4,1,4,2,4,3,4,4,4,2,1,2,2,2,2,1,2,6,5,3,7,4,3,3,4,2,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3,1,2,1,35,1,12,2,6,1,2,2,1,0,0,0,0,0,2,2,0
16,4,4,2,3,2,1,4,2,2,4,1,2,2,4,3,3,2,2,3,4,1,2,3,2,1,2,2,4,4,4,2,3,2,4,4,2,4,1,3,3,4,3,2,2,2,3,4,1,4,2,3,2,1,3,2,1,2,1,2,2,2,1,2,6,2,3,6,3,1,7,1,7,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,1,1,22,2,2,1,1,2,1,0,1,3,0,0,0,1,1,0,0
17,1,1,4,4,4,4,4,4,3,3,2,3,2,2,4,4,3,4,4,2,2,3,3,2,4,4,2,4,4,4,3,4,3,3,4,2,2,4,1,2,4,2,4,4,1,3,3,4,4,2,4,4,2,4,4,4,2,2,2,1,1,2,6,1,3,7,6,3,5,1,4,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3,3,2,2,23,1,10,2,1,1,1,2,0,0,0,0,0,0,1,0,0
18,2,2,1,3,3,3,2,1,2,3,1,4,1,3,2,4,3,3,3,4,4,3,4,3,2,3,3,3,1,2,3,3,3,2,4,3,4,1,3,3,4,2,4,2,4,4,2,4,3,4,4,4,4,3,4,4,2,1,2,1,2,2,1,2,7,6,6,6,7,4,4,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,2,2,2,1,46,1,12,1,7,1,2,1,1,0,0,1,0,0,1,1,0
19,2,3,3,4,1,3,2,2,2,4,1,2,3,4,2,4,2,3,3,2,1,2,4,2,1,4,1,3,3,2,2,4,3,4,4,4,2,2,3,3,3,3,3,2,2,3,1,2,4,4,3,2,4,2,2,2,1,1,2,2,1,2,2,1,4,6,6,5,6,2,5,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,3,1,2,22,1,3,1,1,2,1,2,0,0,0,0,0,0,1,0,0
20,2,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,1,2,2,1,7,7,7,6,7,7,1,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,1,20,3,2,1,6,2,1,4,1,2,2,4,1,4,3,0,0
21,4,4,4,3,3,4,3,3,2,4,1,2,1,3,2,2,1,2,3,3,2,1,4,3,2,2,2,2,1,3,2,2,2,2,2,2,1,4,1,2,3,2,3,4,3,3,3,3,4,4,3,3,4,2,3,4,1,1,2,2,2,2,2,5,2,5,7,6,6,7,5,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,2,2,2,21,1,3,1,1,1,1,1,0,0,0,0,0,0,2,0,0
22,2,3,2,3,2,2,2,2,2,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,2,2,2,2,3,3,3,3,3,2,2,3,2,3,3,2,2,2,3,2,3,3,2,3,2,2,2,3,2,2,1,2,2,1,1,2,6,2,2,7,7,2,6,6,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,49,2,7,2,6,2,3,3,3,3,0,0,3,0,3,0,0
23,2,3,3,3,2,2,3,2,3,3,2,3,2,3,3,2,3,2,3,3,3,2,2,3,3,3,3,3,2,3,3,2,3,2,3,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,2,5,5,5,6,5,3,6,3,3,3,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,4,1,2,1,45,2,1,1,6,1,3,2,0,0,0,0,0,0,2,2,0
24,4,4,2,3,3,2,2,2,3,4,4,3,2,4,4,2,4,2,3,2,3,3,4,2,3,4,3,4,4,4,1,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,1,2,4,4,4,4,4,4,4,3,1,1,2,2,1,1,5,7,4,5,7,7,6,7,6,3,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,2,1,2,2,19,1,6,1,1,2,1,2,0,0,0,0,0,0,0,0,0
25,3,3,3,4,4,4,3,4,3,3,1,3,4,3,3,4,3,3,2,3,3,3,3,4,2,3,3,4,4,3,3,4,4,4,4,4,3,3,4,4,4,4,3,4,2,4,3,3,4,4,3,3,4,4,3,3,2,1,2,1,1,1,6,3,6,5,5,3,6,3,5,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,3,2,2,1,22,1,7,1,6,2,1,3,0,0,0,0,0,0,0,0,0
26,3,2,3,4,3,2,2,2,1,2,1,4,2,3,3,4,2,4,3,3,2,4,4,1,1,2,1,3,4,4,3,4,4,4,4,4,2,3,4,3,3,4,4,4,3,2,3,3,2,4,1,3,2,2,3,4,2,1,2,1,2,2,1,2,7,1,6,7,7,1,7,3,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,3,1,2,51,1,12,1,6,2,3,2,1,0,0,0,0,0,1,0,0
27,3,3,3,4,4,4,3,4,4,3,3,4,3,4,2,3,3,3,3,3,2,2,3,3,3,2,2,2,2,3,3,3,3,3,4,2,1,2,2,3,3,3,3,4,1,4,2,4,4,4,3,3,4,3,3,4,1,1,2,1,2,2,6,4,2,6,6,2,7,5,4,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,4,2,2,1,76,1,12,1,6,1,3,6,0,0,0,0,0,0,0,0,0
28,2,2,3,3,2,3,3,2,3,2,2,3,2,3,3,1,2,2,3,3,3,2,2,3,3,3,3,3,2,2,2,2,3,2,3,2,3,2,2,2,2,2,3,3,3,2,3,4,3,3,3,4,3,2,3,3,2,1,2,1,2,2,5,3,3,5,6,4,6,5,3,4,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,4,3,2,1,28,1,8,1,1,1,1,2,0,0,0,0,0,0,0,0,0
29,2,2,3,4,2,3,3,4,2,3,1,3,1,3,3,3,4,3,3,2,3,3,2,4,2,1,4,3,2,1,2,3,4,2,4,4,1,1,2,2,2,2,3,4,4,4,3,4,4,4,4,4,4,4,4,4,2,1,2,1,2,1,1,1,7,7,4,7,7,6,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,2,2,27,1,7,1,6,2,2,2,0,0,0,0,0,0,2,2,0
30,3,2,2,3,2,4,2,2,2,3,1,3,2,3,3,4,2,4,3,3,4,3,3,3,3,4,4,4,2,4,3,4,4,3,4,3,4,2,3,3,3,4,4,4,2,4,3,4,4,4,4,4,4,4,3,4,1,1,2,1,2,2,2,6,6,6,7,7,7,5,2,3,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,1,1,22,1,6,1,6,1,1,1,0,0,0,0,0,0,3,0,0
31,2,2,3,3,4,2,4,3,2,3,1,3,3,3,3,4,2,2,2,3,1,3,3,2,3,4,3,2,1,3,2,3,2,1,4,2,3,1,4,3,3,4,4,4,2,3,2,3,1,4,4,4,3,1,3,4,1,1,2,1,2,2,6,7,4,5,7,3,7,5,6,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,1,2,36,1,8,1,1,1,2,2,0,0,0,2,0,2,2,0,0
32,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,3,3,3,3,4,3,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,2,1,4,3,4,1,4,1,2,3,1,1,2,2,1,1,7,6,7,1,7,1,6,5,7,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,1,1,25,1,2,1,6,2,1,1,0,0,0,0,0,0,0,0,0
33,3,3,4,4,2,4,3,3,3,4,4,4,2,2,1,2,1,1,3,2,1,3,1,3,3,1,1,2,1,1,1,2,4,1,3,2,2,1,2,1,3,1,4,3,3,2,3,4,4,4,4,4,4,3,4,4,1,1,2,2,2,2,5,2,2,6,7,5,6,7,2,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,2,2,1,1,21,2,1,3,6,1,1,2,0,0,0,0,0,0,2,0,0
34,1,3,2,2,3,3,2,2,2,2,2,2,2,2,4,4,4,3,4,3,2,3,3,3,4,4,4,4,3,2,4,4,3,2,3,3,2,1,4,4,4,3,3,3,2,4,3,4,4,3,3,3,4,3,4,4,2,2,1,1,1,2,5,6,6,7,3,5,5,5,3,2,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,2,21,1,12,2,7,1,1,2,0,0,0,0,0,0,1,0,0
35,3,2,3,4,2,4,3,4,1,2,1,4,2,3,2,3,2,2,3,2,1,2,3,1,1,2,1,1,4,2,4,4,4,3,3,2,2,1,2,2,2,2,1,1,1,3,2,3,2,3,3,2,3,3,3,3,1,1,2,1,1,1,1,6,6,2,6,6,3,5,6,2,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,4,1,1,1,31,1,2,2,6,2,1,3,1,0,0,0,0,0,2,0,0
36,1,3,1,3,1,3,2,2,2,3,1,4,1,4,3,3,3,3,3,4,2,3,4,3,4,4,2,4,3,2,2,2,3,2,3,3,3,2,3,4,4,4,4,4,4,3,2,1,4,4,4,4,4,3,1,4,2,2,2,1,2,2,1,5,4,7,5,3,5,5,1,2,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,4,2,2,2,23,1,10,1,1,1,1,3,0,0,0,0,0,0,0,0,0
37,1,2,2,3,2,2,2,2,2,1,2,3,2,3,3,3,4,4,4,3,2,3,1,3,1,4,1,3,2,1,3,3,3,2,3,1,3,1,3,2,4,2,4,4,3,2,3,3,4,4,2,3,2,4,4,3,2,1,2,1,1,2,2,5,6,6,3,7,5,2,2,5,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,1,1,20,1,1,2,6,2,1,2,0,0,0,0,0,0,3,0,0
38,1,4,3,4,1,4,2,1,1,2,1,3,1,4,3,4,4,1,3,3,2,3,2,3,2,3,2,4,3,1,4,3,2,2,3,2,2,1,2,1,3,2,4,4,3,4,4,3,4,3,4,2,3,3,3,2,2,1,2,1,2,2,2,3,2,5,5,7,6,6,5,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,2,18,2,1,3,1,2,1,3,0,0,0,0,0,0,0,0,0
39,1,1,4,4,4,3,4,4,3,3,4,4,2,4,3,4,3,4,2,2,1,3,3,3,2,2,1,4,3,1,4,4,4,3,4,2,4,1,4,4,4,3,4,4,2,4,4,3,4,2,4,2,4,2,3,1,1,2,2,1,1,2,6,5,5,3,7,5,6,1,7,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,1,2,27,1,2,1,6,2,1,2,3,3,0,0,3,0,3,0,0
40,2,2,2,2,2,3,3,2,1,2,1,3,1,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,1,2,2,2,2,3,3,2,2,2,2,2,3,2,2,2,2,4,3,3,4,3,4,3,4,3,3,3,2,1,2,1,2,2,1,3,4,7,5,6,5,5,5,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,23,1,2,4,6,1,1,2,0,0,0,0,0,0,3,0,0
41,4,3,3,4,3,4,4,3,3,4,1,4,2,3,2,3,2,3,3,4,2,3,2,2,3,3,1,3,2,3,3,3,4,4,3,3,3,2,4,2,3,3,2,4,2,2,2,4,3,3,3,2,4,4,3,3,1,1,2,2,2,1,5,3,7,2,7,5,6,1,5,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,52,1,2,1,6,1,2,2,0,0,0,0,0,0,0,0,0
42,3,2,4,4,4,4,4,3,4,3,2,3,3,3,3,4,1,3,2,1,1,3,3,4,2,1,1,2,1,3,3,3,4,2,4,3,4,3,1,2,3,2,4,4,4,4,3,4,3,4,4,4,4,4,4,4,1,1,2,1,2,2,6,3,6,3,7,3,7,2,6,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4,3,2,2,23,1,1,1,6,1,1,1,0,0,0,0,0,0,0,0,0
43,1,3,2,3,2,3,3,2,2,2,2,3,2,4,2,3,3,3,3,3,3,4,2,4,3,3,4,2,2,1,2,3,2,2,3,2,1,2,2,2,2,4,2,4,1,3,3,4,4,4,3,3,3,4,2,1,2,2,1,1,1,2,2,2,4,5,4,4,4,2,3,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,19,1,12,5,1,2,1,1,0,0,0,0,0,0,0,0,0
44,2,3,3,3,3,4,2,3,4,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,1,3,2,4,2,3,3,2,2,3,2,2,3,3,2,3,3,2,2,3,1,4,2,3,3,3,3,3,2,1,2,2,2,2,7,2,7,5,6,4,7,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,59,1,6,1,6,1,3,4,1,3,0,0,0,0,1,0,0
45,2,2,2,4,3,2,3,3,2,2,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,2,3,2,3,2,2,3,3,3,3,3,2,2,3,2,3,3,3,2,3,3,2,3,2,1,2,1,2,2,5,4,3,5,5,3,6,4,5,4,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,4,2,2,1,49,2,4,1,6,1,2,2,2,0,1,0,0,0,2,0,0
46,2,1,1,3,3,2,1,1,2,2,2,3,2,1,4,4,3,4,4,2,2,4,3,4,3,2,3,4,2,3,3,4,4,3,3,4,4,2,2,3,4,4,3,2,1,2,2,3,3,3,2,2,2,2,3,4,2,2,2,1,1,1,3,5,7,7,5,3,5,1,6,5,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,3,3,2,1,26,1,2,1,6,2,1,2,1,0,0,0,0,0,2,2,0
47,2,2,3,4,1,4,3,2,2,2,1,4,1,4,1,4,1,4,3,2,2,3,2,2,3,2,1,2,4,2,4,3,4,2,4,1,4,1,4,2,3,2,3,4,2,3,2,3,4,2,4,3,3,4,4,3,1,1,2,1,1,1,1,5,5,7,5,7,3,6,2,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,1,2,19,1,4,1,6,1,1,1,0,0,0,0,0,0,0,0,0
48,1,2,3,4,2,2,3,1,1,1,2,3,1,3,3,4,2,2,4,4,2,1,4,3,3,3,3,4,1,3,3,3,3,1,2,1,4,2,3,4,3,3,3,3,4,3,2,3,3,4,3,1,4,4,4,4,2,1,2,1,2,2,1,2,6,6,5,7,6,1,4,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,3,2,1,37,1,7,1,6,2,1,1,0,0,0,0,0,0,3,0,0
49,3,2,2,4,1,4,3,2,2,3,1,2,1,3,3,3,2,3,1,4,1,4,3,1,1,3,1,3,1,1,3,3,3,3,3,3,1,1,3,2,3,4,4,2,2,4,4,2,4,1,4,2,4,3,1,1,2,2,2,1,1,1,3,5,2,6,5,6,1,5,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,2,2,2,2,16,1,1,2,7,2,1,2,0,0,0,0,0,0,0,0,0
50,3,3,4,4,1,4,3,2,2,3,1,4,1,2,1,4,2,3,3,4,3,2,3,3,2,3,4,2,2,3,3,2,4,1,4,2,3,2,3,4,2,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,2,2,1,2,2,1,5,4,6,4,6,3,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,2,2,2,2,17,1,4,1,1,2,1,1,0,0,0,0,0,0,1,1,0
51,3,1,2,2,3,3,3,4,3,3,2,3,3,4,3,3,1,3,1,1,1,3,4,3,1,3,1,3,3,3,4,3,3,3,4,3,3,2,3,2,3,2,3,3,4,4,2,4,3,3,4,3,4,3,2,4,2,2,1,1,2,2,4,1,6,5,5,5,5,3,5,2,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,3,1,2,2,23,1,2,2,3,2,1,5,0,0,0,0,0,0,0,1,0
52,3,3,3,4,3,4,3,3,3,3,1,4,2,4,2,4,3,3,3,4,1,2,3,4,2,4,1,3,4,2,3,4,4,4,4,4,3,3,4,4,4,3,3,3,2,4,2,3,4,3,4,2,4,2,3,3,1,2,2,2,1,1,2,6,3,6,6,6,5,6,3,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,2,21,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0
53,2,2,3,3,2,3,2,3,2,2,2,3,1,3,3,3,3,2,4,2,1,3,3,3,3,4,2,2,3,2,3,3,3,3,3,2,3,1,3,3,2,2,3,3,2,3,3,3,3,3,4,3,3,3,3,3,1,1,2,1,1,2,3,5,4,6,5,4,5,5,3,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,20,1,6,2,1,1,1,4,0,0,0,0,0,0,0,0,0
54,3,3,1,3,3,3,3,4,3,3,1,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,4,3,2,4,3,3,3,2,3,3,2,3,3,3,3,4,3,3,3,1,3,3,1,1,2,1,2,2,6,1,3,1,7,3,7,5,6,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3,1,2,1,54,1,7,2,5,1,3,4,2,0,0,3,0,0,2,0,0
55,4,4,3,3,2,4,3,3,2,4,2,4,2,4,3,2,1,3,3,4,1,3,3,4,3,4,4,2,4,4,3,3,4,2,3,4,2,1,4,4,4,3,4,4,3,2,3,4,3,4,3,4,4,3,4,4,2,1,2,2,2,2,3,5,2,6,7,5,7,5,5,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,3,2,2,1,27,1,2,2,7,1,1,3,1,0,1,3,3,0,0,3,0
56,4,4,2,4,1,2,4,3,2,3,1,4,2,4,1,3,3,2,2,3,1,3,2,4,1,4,2,4,1,1,1,3,4,4,4,3,2,4,1,2,4,4,2,2,1,2,3,4,4,3,2,3,2,4,4,4,1,1,2,1,2,2,1,1,6,1,6,5,5,1,7,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,3,2,1,34,2,1,3,1,1,1,1,3,2,3,1,0,0,3,0,0
57,4,2,2,2,1,4,2,2,3,3,2,3,2,2,4,4,4,3,4,3,3,3,2,4,3,4,3,3,3,1,3,4,3,3,3,2,2,1,4,3,4,4,4,4,2,3,1,1,4,3,4,2,3,2,3,4,2,2,2,1,1,2,5,6,5,5,3,6,5,2,6,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,4,2,1,2,23,1,1,1,6,1,1,1,1,0,0,0,0,0,2,0,0
58,2,2,1,2,2,3,2,2,2,1,1,3,2,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,4,4,4,4,4,3,3,3,4,3,3,4,1,2,1,2,3,1,3,1,3,1,4,2,2,2,2,2,2,1,1,1,2,5,6,5,1,6,2,4,5,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,36,1,7,1,6,2,1,3,0,0,0,0,0,0,2,0,0
59,2,2,4,4,3,4,3,3,2,3,2,3,2,4,2,2,2,1,3,2,1,2,2,3,3,2,2,2,2,1,4,2,3,1,3,3,1,3,2,1,3,2,4,4,4,3,2,3,3,4,3,3,3,4,3,4,2,1,2,2,2,2,5,1,2,5,6,4,7,4,3,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,1,56,1,12,1,6,1,3,1,3,2,2,3,2,2,2,0,0
60,3,3,3,4,3,3,3,2,2,2,3,4,1,3,3,3,3,2,3,3,3,2,2,2,3,4,3,3,3,2,4,3,3,1,4,1,2,1,4,2,3,3,4,2,3,4,3,2,4,1,3,3,3,3,3,2,2,2,1,1,2,2,3,7,1,6,6,5,1,6,2,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,1,1,38,1,7,1,6,1,1,2,1,0,0,0,0,0,3,0,0
