,Q1S,Q2S,Q3S,Q4S,Q5S,Q6S,Q7S,Q8S,Q9S,Q10S,Q11S,Q12S,Q13S,Q14S,Q15S,Q16S,Q17S,Q18S,Q19S,Q20S,Q21S,Q22S,Q23S,Q24S,Q25S,Q26S,Q27S,Q28S,Q29S,Q30S,Q31S,Q32S,age,gender,engnat
1937,4,3,4,2,3,3,2,2,2,2,2,1,5,5,0,3,4,3,0,5,5,2,0,2,3,3,3,4,2,2,3,3,23,1,1
1938,3,3,5,4,5,3,1,1,5,5,5,5,2,5,1,1,5,-1,5,3,-1,1,5,4,1,3,2,3,2,1,2,2,19,1,2
1939,4,5,5,1,5,2,0,3,1,3,2,3,4,3,-1,1,3,1,5,3,1,3,3,-1,-1,4,1,1,3,1,5,1,14,2,1
1940,-1,3,5,3,5,5,5,3,3,1,3,1,3,3,0,3,5,3,3,3,3,1,1,-1,3,1,5,3,3,1,5,3,28,2,1
1941,5,4,4,3,5,4,4,5,5,5,5,5,1,3,0,1,5,4,5,5,5,1,3,5,0,5,3,3,5,2,5,5,62,1,1
1942,2,0,3,3,3,3,3,2,4,4,3,3,2,5,1,1,3,-1,0,1,4,1,3,1,0,4,1,3,2,-1,2,2,17,2,2
1943,3,4,5,3,5,3,4,5,5,4,2,4,5,5,2,3,5,5,4,5,4,2,2,4,3,5,1,5,5,4,5,5,34,2,1
1944,1,5,3,3,5,3,3,3,3,3,3,1,3,5,-1,1,3,1,3,3,3,-1,-1,3,1,0,1,5,1,-1,3,3,30,2,1
1945,5,5,5,3,3,5,1,5,5,5,3,5,4,5,3,3,3,3,1,5,5,5,3,5,1,5,3,5,3,5,5,3,19,1,1
1946,1,1,3,-3,5,3,3,1,5,5,5,5,5,5,5,1,3,5,5,3,5,3,1,3,1,5,3,1,-1,5,5,5,41,1,2
1947,0,0,5,3,5,4,2,5,4,5,5,5,5,5,5,3,3,3,1,3,4,4,1,3,0,5,2,0,2,5,3,0,30,1,2
1948,0,2,4,4,5,4,1,3,2,3,3,3,4,5,0,3,3,3,0,1,4,1,2,5,1,4,2,4,3,4,4,2,17,1,2
1949,2,3,4,3,5,3,1,4,3,3,5,5,5,4,-1,1,3,1,4,3,3,2,4,3,1,3,1,5,1,1,4,4,21,1,1
1950,1,2,3,3,4,2,2,3,0,2,0,1,4,4,0,0,5,4,2,4,3,3,3,2,0,2,3,3,4,3,3,2,29,1,1
1951,3,5,5,2,5,4,4,5,4,5,5,5,5,5,5,4,5,5,4,5,4,4,2,5,4,5,3,4,5,5,5,5,53,1,1
1952,2,5,4,2,3,2,2,2,5,5,3,3,3,5,1,2,5,2,3,5,3,4,2,1,2,4,3,5,4,2,4,4,16,1,1
1953,5,5,5,4,5,4,2,2,5,2,3,1,3,4,0,3,5,3,2,5,3,1,2,2,3,2,5,3,2,1,3,5,16,2,1
1954,3,4,5,4,5,3,4,4,4,4,3,0,3,4,2,1,5,5,3,5,5,0,1,3,2,5,5,3,5,5,5,5,35,2,1
1955,1,-1,5,1,3,3,3,3,-1,1,3,3,5,5,3,3,1,3,1,3,5,1,3,3,-1,3,1,3,-1,5,3,1,25,1,2
1956,5,5,4,4,5,5,5,5,5,5,3,3,5,5,3,3,5,5,5,5,5,3,4,3,2,5,4,5,5,5,5,5,31,2,1
1957,3,5,5,3,4,3,3,5,3,0,3,0,3,5,2,3,5,4,5,4,3,2,2,5,1,4,4,4,4,5,4,4,47,1,1
1958,0,0,3,1,5,4,4,3,3,3,3,2,5,5,2,3,3,3,2,0,5,5,1,4,-2,2,0,3,2,5,4,1,19,1,2
1959,0,1,3,0,5,2,1,3,-1,3,3,1,4,5,2,2,3,3,1,1,4,3,3,2,0,3,3,4,0,4,4,-1,19,1,2
1960,3,4,5,2,5,4,1,3,2,5,3,5,3,5,0,3,5,5,3,5,5,5,4,1,3,5,3,5,5,2,3,3,24,1,1
1961,4,3,4,3,4,3,4,4,5,4,4,3,2,4,1,1,5,4,4,5,5,3,4,5,3,5,3,4,4,4,5,3,22,2,1
1962,4,4,5,4,5,5,3,3,0,0,1,0,3,4,0,3,4,3,2,4,4,1,1,3,-1,3,3,4,3,3,4,3,30,2,1
1963,4,3,5,4,3,3,2,2,1,1,2,2,2,4,-1,2,5,4,1,3,2,2,4,1,0,3,3,4,4,0,2,3,14,2,1
1964,-1,2,3,1,5,3,3,5,0,3,1,1,4,4,1,1,4,3,2,3,5,3,-1,2,3,3,2,5,5,1,1,1,18,1,1
1965,2,3,3,2,5,3,5,5,-3,3,2,2,3,4,0,0,1,3,1,4,4,0,1,3,-4,2,2,5,3,0,3,2,30,1,1
1966,3,4,5,5,4,2,4,2,2,3,3,2,4,5,0,2,3,2,2,2,1,2,1,2,1,2,3,5,3,3,2,3,19,2,2
1967,0,3,4,3,3,4,2,3,3,4,3,2,3,3,0,0,5,5,3,4,4,1,2,2,3,5,3,3,4,3,4,5,21,1,1
1968,5,4,4,4,3,3,4,4,1,1,2,1,4,5,3,3,5,5,2,3,2,3,2,2,0,3,4,4,4,2,4,4,30,2,2
1969,5,4,2,3,1,3,2,4,-3,3,2,2,4,5,2,1,4,1,5,3,3,2,1,3,2,2,0,3,1,3,2,1,19,2,2
1970,5,5,5,2,1,3,3,5,5,5,3,5,1,5,1,1,5,5,1,5,5,5,1,3,-1,3,1,5,5,3,5,4,44,1,1
1971,1,0,5,2,5,5,5,4,3,5,3,4,3,5,3,1,5,5,2,5,5,1,3,5,1,4,3,2,4,3,5,5,71,1,1
1972,1,0,4,4,2,2,1,1,2,0,0,2,1,5,0,0,2,2,-2,1,3,2,0,2,1,2,1,3,3,1,3,-1,20,1,1
1973,0,5,3,4,5,2,1,1,0,1,1,1,2,3,0,1,5,2,1,0,0,0,2,1,-3,0,3,5,2,0,1,2,17,2,1
1974,1,3,5,3,5,3,2,0,-2,0,-1,1,1,4,0,1,5,2,0,3,3,0,1,3,1,2,3,4,4,0,3,3,17,2,1
1975,3,4,2,2,5,3,3,4,1,2,1,2,3,5,2,2,4,3,2,2,4,2,3,2,0,2,5,4,1,2,4,4,20,2,1
1976,4,2,4,4,4,3,2,4,3,1,1,3,4,4,1,2,2,3,2,2,4,1,2,5,1,2,3,3,3,5,2,2,19,1,1
1977,1,-1,4,3,5,3,4,5,3,1,1,3,4,5,0,0,4,4,2,5,5,0,-1,3,0,2,3,4,4,5,3,3,29,1,1
1978,5,4,5,1,3,4,1,0,5,4,3,3,1,4,1,2,4,3,1,3,4,1,2,2,1,2,3,4,1,1,3,3,18,2,1
1979,2,0,3,2,3,4,4,5,3,4,3,3,5,5,4,3,3,2,0,3,2,5,3,4,2,2,3,3,2,3,3,2,29,1,2
1980,1,3,3,3,5,5,1,3,1,3,1,1,1,5,1,3,3,1,-1,3,5,1,1,3,1,3,1,5,1,1,5,3,21,2,1
1981,-1,5,3,2,0,1,-1,2,-1,0,3,3,3,5,2,3,3,3,1,3,3,3,1,2,-1,5,3,5,0,3,0,3,17,2,2
1982,5,5,5,3,5,4,3,5,5,3,4,1,4,5,0,3,5,5,3,3,4,2,3,3,3,5,3,5,4,2,5,5,32,2,1
1983,0,2,4,3,5,3,1,3,1,4,3,2,3,5,2,4,2,0,0,3,4,4,2,2,0,2,2,5,2,4,-2,3,22,1,2
1984,3,4,4,4,5,4,3,2,1,2,-1,3,2,4,0,2,4,3,4,1,3,1,3,-1,2,3,4,3,1,3,1,1,18,2,1
1985,4,5,4,4,4,3,0,1,2,4,4,3,3,5,0,4,5,2,0,3,3,-1,3,1,2,2,3,3,3,3,1,3,17,2,1
1986,3,4,5,4,5,3,5,5,5,5,5,5,3,4,0,3,5,5,5,5,4,1,2,4,2,5,3,4,5,4,4,5,58,1,1
1987,0,5,3,2,2,3,-1,-1,1,1,0,2,3,3,0,0,5,3,0,1,5,0,1,2,-1,5,0,3,2,0,-1,2,17,2,1
1988,3,2,3,2,3,4,2,0,1,1,2,0,1,5,1,2,2,1,1,2,2,0,1,2,0,2,2,4,1,1,1,1,20,2,2
1989,3,1,4,3,3,2,4,3,0,1,1,1,2,5,-1,2,5,2,0,3,4,0,1,2,1,0,1,5,4,2,3,4,16,2,1
1990,0,-2,1,0,0,1,2,1,1,3,1,2,3,5,-1,1,4,1,0,1,3,3,2,2,-1,1,1,5,-1,4,4,0,16,1,2
1991,5,3,5,4,5,5,5,5,5,4,3,5,4,5,2,1,5,4,3,5,3,1,1,5,3,5,2,3,5,3,5,5,36,1,1
1992,3,2,5,3,5,3,3,4,1,3,3,3,3,5,3,4,3,2,2,3,3,3,3,4,2,4,3,5,3,5,4,1,21,1,1
1993,5,5,5,5,5,5,3,5,1,0,3,1,5,5,-1,1,5,3,4,5,3,0,-1,5,5,2,3,4,5,2,3,5,26,2,1
1994,4,4,5,4,5,4,2,4,5,3,3,3,2,5,-1,2,4,3,0,3,4,2,2,3,1,4,4,5,4,3,0,4,18,1,1
1995,2,1,4,4,4,5,4,3,4,5,2,2,4,5,1,2,5,2,3,2,3,4,3,2,1,2,2,4,2,4,4,3,28,2,2
1996,-1,1,3,1,5,5,1,3,0,3,3,1,5,5,1,1,1,-1,-3,3,5,3,1,3,1,5,-1,3,-3,3,1,3,19,1,1
1997,2,-1,2,0,1,1,1,-1,2,1,0,-1,0,3,1,0,1,2,2,0,4,0,0,2,2,2,-2,1,-1,3,1,0,18,2,2
1998,1,2,4,3,5,3,2,1,2,4,4,4,3,5,3,2,5,4,1,3,3,5,1,1,-3,3,3,5,2,3,3,3,15,2,1
1999,0,2,3,3,5,2,0,5,0,2,1,5,1,5,0,1,2,3,2,2,5,2,-1,3,-2,4,3,5,2,2,2,0,17,1,1
2000,-1,3,1,1,-1,3,-3,-1,-1,1,1,1,-1,3,-1,-1,1,-1,-3,1,3,-1,-1,-1,-1,4,-1,3,-1,5,-1,1,13,2,1
2001,5,5,5,3,3,4,2,4,0,1,0,3,4,4,-1,2,4,2,2,3,1,0,1,1,0,2,3,5,3,3,3,3,21,2,1
2002,1,1,4,1,5,3,3,2,3,4,0,3,3,5,-1,2,5,5,1,5,4,2,3,5,0,3,1,3,3,3,3,4,50,1,1
2003,-1,3,4,3,4,3,3,3,-1,1,4,2,5,4,1,3,4,2,-1,4,4,2,2,2,1,2,3,4,3,4,2,1,24,1,2
2004,2,5,4,5,5,4,3,4,0,2,4,1,3,5,-3,2,5,3,1,3,3,2,2,4,2,0,4,-1,1,3,5,4,29,2,1
2005,1,4,5,3,5,4,3,5,3,2,3,1,3,5,1,2,5,4,1,5,5,4,3,5,0,4,3,5,4,5,3,4,27,1,1
2006,0,3,3,3,4,3,2,2,0,1,1,1,4,5,1,0,3,1,2,4,3,3,2,4,0,2,3,3,0,2,1,0,30,2,2
2007,1,1,3,3,3,5,3,5,3,5,5,5,5,5,1,1,5,5,3,3,5,3,1,3,-1,5,1,1,3,1,5,3,40,1,1
2008,0,0,4,0,5,3,3,5,1,4,3,3,5,5,0,3,3,2,0,1,5,3,3,2,-1,2,1,5,1,1,3,1,21,1,1
2009,1,3,3,3,3,4,1,2,3,5,4,5,5,5,1,2,3,2,4,2,3,3,5,1,4,4,1,5,2,2,5,0,22,1,2
2010,2,5,5,4,5,4,3,3,0,2,1,3,5,5,-1,3,5,2,2,3,2,4,2,3,0,3,3,5,2,3,4,3,22,2,1
2011,0,0,4,3,3,4,3,2,4,2,2,1,3,4,-1,1,3,4,2,3,3,2,2,2,-1,2,4,3,1,3,2,3,32,1,2
2012,1,5,3,4,3,3,2,2,3,4,2,1,5,5,0,1,5,1,1,1,4,0,2,1,2,4,1,3,3,4,3,0,28,2,2
2013,3,5,5,4,5,5,1,3,5,5,3,3,5,5,3,3,5,5,2,3,5,5,3,3,3,5,4,5,3,3,5,3,20,1,0
2014,0,0,3,2,1,3,3,1,-2,3,3,3,3,5,0,1,2,-1,1,3,5,3,1,-1,1,3,-1,3,1,3,1,-1,30,1,2
2015,4,4,4,4,3,3,2,2,4,4,3,3,1,5,-1,2,4,1,1,3,3,1,2,2,1,2,3,3,1,1,5,4,21,2,2
2016,2,-1,3,4,5,4,3,3,1,2,2,2,4,5,0,2,2,0,2,2,1,3,0,2,-1,2,1,4,0,3,3,3,23,2,2
2017,1,4,5,4,4,4,2,2,2,2,2,0,4,5,0,1,5,3,-1,2,2,1,2,1,2,2,3,3,4,1,4,4,18,2,1
2018,3,5,5,5,5,4,3,3,5,5,5,3,5,5,0,3,5,5,5,3,5,4,5,5,1,5,3,4,3,5,5,3,39,1,1
2019,1,2,4,4,5,1,2,5,4,3,5,5,4,5,-2,1,2,1,1,4,3,0,1,4,-2,3,3,5,-2,2,0,1,21,1,2
2020,1,5,3,3,4,2,2,2,4,3,3,1,3,4,2,3,5,2,4,5,2,1,2,3,2,3,3,4,4,3,4,4,37,1,2
2021,3,4,4,3,4,4,3,2,0,2,2,1,3,4,0,1,4,4,0,5,4,1,1,1,0,4,4,2,4,2,4,5,14,2,1
2022,0,0,5,3,4,4,3,3,5,5,4,5,2,5,0,0,5,2,1,3,4,2,3,5,1,5,1,4,3,2,5,1,22,1,2
2023,1,1,4,0,2,3,1,2,0,2,1,2,4,4,0,1,2,2,0,1,3,2,2,0,3,4,1,5,3,1,2,2,17,1,1
2024,3,1,4,3,5,5,3,3,-2,1,1,3,5,5,5,5,1,2,0,1,5,5,1,1,2,3,-1,5,1,5,3,2,19,1,1
2025,4,5,5,3,5,3,2,2,1,1,2,1,1,4,0,2,5,3,2,3,2,0,1,2,1,2,3,3,2,3,4,3,17,2,1
2026,3,3,5,3,3,3,5,5,1,1,1,1,5,3,-3,1,5,5,5,3,1,-1,-1,3,-1,3,5,5,3,3,3,3,22,2,1
2027,2,1,5,2,5,4,3,5,4,3,3,3,5,5,5,4,5,4,3,5,5,5,4,5,0,5,3,5,4,5,3,4,32,1,1
2028,0,3,3,4,5,4,2,3,5,5,5,5,4,5,1,2,3,4,2,0,5,2,4,2,0,3,4,5,0,1,3,-1,22,1,2
2029,3,2,5,3,5,4,3,4,2,3,3,1,0,5,-1,4,5,3,0,5,2,0,0,0,3,4,2,4,3,4,4,5,32,2,1
2030,4,5,4,3,5,5,4,4,5,5,5,5,4,5,1,3,5,4,2,5,5,5,3,5,1,3,4,5,4,3,3,3,22,1,1
2031,5,1,3,3,5,3,3,3,3,3,-1,1,-1,3,-3,-1,5,3,5,5,3,1,1,1,1,1,1,3,3,-1,5,3,19,2,1
2032,2,3,5,2,5,5,3,3,1,2,3,1,-1,5,-1,0,5,5,1,5,3,1,0,4,1,0,2,3,5,3,5,3,22,2,1
2033,5,5,3,3,5,5,5,3,3,3,3,3,3,3,-1,1,5,3,3,5,3,3,4,3,3,3,3,3,3,1,5,5,28,2,1
2034,1,1,4,4,5,4,1,2,3,5,5,4,4,5,3,3,4,2,2,0,4,5,2,2,-1,1,4,5,3,2,2,0,17,1,2
2035,3,3,3,3,4,5,0,3,5,5,3,5,5,5,2,3,5,5,1,1,5,2,2,1,-1,5,1,5,4,3,5,3,18,1,2
2036,2,3,5,3,5,4,2,2,-2,2,1,5,1,4,-1,2,5,3,4,4,2,-1,2,4,2,2,3,3,4,3,3,3,29,2,1
2037,1,0,4,3,5,4,2,2,5,5,5,5,5,5,3,3,5,5,5,4,4,5,3,5,0,4,2,3,3,5,4,4,45,1,1
2038,1,4,5,3,5,2,1,5,4,3,2,1,3,5,1,2,5,3,3,5,4,5,1,2,3,3,4,5,3,4,3,3,26,1,1
2039,1,1,5,1,5,5,3,3,-1,3,5,5,3,3,-1,1,5,5,1,3,5,-1,3,5,1,5,-1,1,1,1,4,1,54,1,1
2040,-1,5,3,5,5,5,3,3,2,3,3,-1,-1,5,1,1,3,1,1,1,1,3,1,1,-3,3,3,5,1,1,5,3,16,2,1
2041,3,3,5,3,5,5,1,-1,1,3,5,3,3,5,1,3,5,1,3,3,3,3,3,3,1,3,2,3,3,1,5,1,21,2,2
2042,2,2,5,2,5,4,4,3,1,4,3,2,4,5,3,1,5,5,4,4,4,0,0,3,3,5,2,3,4,5,5,4,50,1,1
2043,1,0,5,5,5,5,5,4,1,2,3,2,1,4,0,1,5,4,0,3,2,1,3,4,-1,2,3,3,4,2,5,3,42,2,1
2044,-1,-1,4,3,3,4,3,-3,1,0,2,3,3,5,1,1,3,2,3,1,3,1,1,1,-5,4,3,1,1,2,2,3,23,2,2
2045,4,5,5,4,4,5,4,5,5,5,4,4,4,5,1,0,5,3,1,4,2,1,2,5,3,3,4,3,2,2,4,5,22,2,1
2046,5,5,5,5,3,3,3,1,4,3,3,2,1,4,0,3,5,3,1,4,0,1,2,1,2,2,4,3,3,1,5,5,18,2,1
2047,5,5,5,4,5,3,1,1,4,1,2,1,5,2,-1,1,5,4,1,5,5,3,1,1,1,3,5,5,1,2,5,4,20,2,1
2048,3,1,5,3,3,3,1,-1,5,3,3,3,1,3,-3,3,5,3,-1,5,3,3,-1,-1,3,3,3,5,5,1,5,3,18,3,1
2049,-1,0,3,0,2,3,1,4,0,2,2,3,3,5,3,2,3,4,0,1,5,3,1,1,0,3,1,5,2,1,1,0,17,1,2
2050,2,5,4,3,5,4,3,5,3,3,3,1,4,5,-1,0,5,5,3,5,3,1,3,5,2,4,4,5,4,3,5,5,18,1,1
2051,3,5,5,5,5,3,3,5,5,5,3,3,3,5,3,1,5,1,3,5,5,1,1,5,1,5,3,1,3,5,5,5,58,1,1
2052,1,3,4,4,4,5,1,2,3,5,0,0,1,5,0,1,4,1,3,2,2,0,3,1,0,1,2,5,0,1,0,3,18,2,2
2053,0,4,4,2,5,3,2,4,5,4,5,5,5,4,-1,1,4,5,5,4,5,4,2,1,1,4,3,0,3,3,5,5,41,1,1
2054,-1,2,3,4,4,3,3,4,-1,1,-1,1,1,4,1,0,1,2,1,2,1,-1,2,1,0,1,2,3,1,2,2,3,17,2,1
2055,1,4,3,4,2,5,0,-2,3,2,2,1,2,4,0,2,5,0,2,3,4,-1,2,2,1,3,2,5,4,2,4,3,15,2,2
2056,2,1,3,2,4,3,0,0,0,1,1,3,2,5,2,3,4,3,0,2,5,1,0,1,0,2,1,4,3,3,1,1,20,2,2
2057,4,5,4,5,5,4,4,5,4,4,4,3,4,5,1,2,5,4,4,5,4,5,3,5,2,4,5,5,5,4,5,5,25,2,1
2058,5,5,4,5,5,3,3,5,-3,4,3,3,3,4,0,3,5,4,3,2,1,2,2,5,3,4,4,4,3,2,5,5,18,2,1
2059,2,4,5,3,5,4,5,5,1,2,3,3,5,5,5,4,5,4,2,5,4,5,0,4,0,4,3,4,3,5,5,1,33,1,1
2060,5,2,2,3,2,3,1,3,0,2,1,2,2,5,3,1,3,1,1,4,3,-3,1,2,3,2,0,3,3,2,2,0,20,2,2
2061,1,5,5,3,5,3,4,3,5,2,2,1,2,5,-2,3,5,3,4,5,3,0,1,2,0,3,3,3,3,3,3,5,17,2,1
2062,1,1,4,2,5,3,1,1,4,4,3,1,1,5,-1,0,5,3,3,3,3,0,3,4,3,2,3,1,3,2,5,3,55,2,1
2063,-1,5,5,2,5,5,3,2,3,3,2,3,4,5,1,3,5,3,3,5,5,4,1,1,-1,3,5,3,3,4,5,5,30,2,1
2064,2,3,2,1,4,2,1,3,1,3,4,3,4,4,-1,-2,5,5,1,3,5,2,3,0,1,3,0,0,3,4,5,4,57,1,1
2065,5,5,5,4,5,5,3,5,4,3,3,5,2,5,-1,0,5,4,4,5,5,4,0,4,1,5,3,2,3,5,4,3,34,1,1
2066,3,2,5,3,3,3,1,1,3,3,1,1,3,3,-1,1,4,1,3,1,1,1,1,3,1,1,-1,3,1,1,1,5,14,3,1
2067,2,5,5,4,5,4,4,4,2,4,4,5,4,4,0,1,5,5,4,5,4,1,3,4,3,4,3,3,3,4,5,4,54,1,1
2068,5,5,4,2,5,4,3,5,3,5,4,5,5,5,3,1,5,5,4,5,5,1,2,5,5,5,4,5,3,5,5,3,21,1,1
2069,-1,5,5,3,5,1,5,-1,3,-1,1,3,2,3,1,-1,5,3,1,3,3,3,1,3,-1,4,1,5,-1,1,5,5,16,2,1
2070,2,4,5,2,5,3,3,4,0,1,1,2,5,4,0,1,4,3,0,3,2,1,2,3,1,3,3,4,2,2,1,3,31,1,1
2071,5,5,4,5,5,5,3,3,5,3,1,3,4,5,0,2,5,4,5,4,4,3,3,2,1,5,4,5,5,3,5,4,25,2,1
2072,5,5,4,3,4,4,5,4,-5,0,4,5,3,5,3,2,4,3,3,5,4,3,3,2,1,5,3,5,4,3,3,4,20,1,1
2073,3,3,4,5,5,5,3,5,3,-1,3,5,5,5,3,1,5,3,5,5,5,1,5,2,3,5,5,5,1,1,3,1,22,1,1
2074,5,5,5,4,5,4,3,5,1,1,2,2,3,4,-1,3,5,3,2,5,2,1,2,3,1,2,4,5,3,2,5,3,24,2,1
2075,5,5,4,4,5,4,3,5,5,5,5,5,5,4,4,3,5,5,5,4,4,2,3,5,4,5,5,5,5,5,5,5,24,1,1
2076,4,4,5,4,5,4,1,4,3,3,2,1,3,5,-1,0,5,3,2,3,5,1,2,3,3,5,2,5,3,2,4,5,20,2,1
2077,1,3,5,3,4,3,3,0,-3,4,2,1,3,4,0,1,5,4,1,3,4,0,3,-1,2,2,3,2,4,2,3,3,21,2,1
2078,0,3,4,4,0,2,2,2,3,3,2,2,3,5,0,3,5,3,0,0,3,0,2,1,0,2,0,5,2,3,0,2,18,2,2
2079,2,2,3,2,4,3,2,4,3,2,2,2,3,5,-1,2,5,3,2,1,3,0,3,3,1,2,3,3,1,3,4,3,21,2,2
2080,1,1,3,1,5,5,1,1,-1,1,2,0,3,5,-1,3,5,3,1,4,3,1,1,4,2,1,1,3,3,1,3,3,52,2,1
2081,2,5,4,4,2,3,1,3,3,2,1,0,3,5,0,3,4,2,3,3,1,0,2,2,2,3,3,5,2,3,4,3,18,3,2
2082,1,4,3,4,4,3,3,4,4,5,4,3,2,4,0,0,5,3,4,3,4,2,3,2,0,3,2,1,1,0,2,3,33,1,1
2083,2,3,4,4,4,4,4,5,3,5,2,3,5,5,1,3,5,3,2,4,4,2,2,4,1,5,3,5,4,4,4,4,34,1,1
2084,-1,0,2,2,4,3,1,0,5,5,5,5,5,5,2,3,4,5,1,3,5,5,3,2,2,3,2,3,2,4,2,0,26,1,2
2085,1,0,3,4,3,2,2,1,-1,0,2,1,5,5,1,2,2,2,0,1,4,1,1,1,-1,2,3,4,0,3,2,1,25,2,2
2086,5,5,5,3,5,5,3,4,2,3,1,0,2,5,0,1,5,2,0,3,3,1,3,3,3,4,4,3,4,3,5,4,20,2,1
2087,4,2,4,3,3,3,1,2,4,4,4,3,4,5,0,5,5,2,3,5,4,3,3,3,4,5,4,5,4,1,4,3,14,2,1
2088,-1,2,5,4,3,4,3,3,5,5,5,5,4,5,2,3,4,4,5,4,5,3,2,4,1,5,3,3,2,0,3,3,34,1,2
2089,2,4,4,4,4,3,2,3,5,5,4,5,3,5,0,1,3,0,4,2,5,1,2,2,1,4,2,0,2,3,4,0,24,1,2
2090,1,3,3,5,5,5,2,1,5,5,5,4,-3,4,-1,-3,3,1,1,5,5,-1,3,3,1,1,1,-1,1,1,3,3,66,2,1
2091,1,4,5,3,4,3,2,3,1,5,3,3,5,5,2,3,5,1,-1,3,5,3,2,3,2,4,4,3,2,4,4,3,19,1,2
2092,2,2,4,3,5,5,2,1,4,5,5,4,3,4,0,1,4,3,3,2,3,0,2,4,2,4,3,0,3,3,4,0,41,1,2
2093,3,5,5,5,3,3,1,1,3,5,3,1,3,5,-1,3,5,3,1,3,5,-1,3,1,1,1,5,5,3,1,5,5,17,2,1
2094,3,0,3,5,2,4,-3,1,-1,5,2,1,3,5,0,1,3,1,2,0,3,0,-1,2,1,-1,3,4,1,1,3,2,18,2,2
2095,4,3,5,5,5,4,3,4,5,5,3,5,2,5,1,2,4,3,0,3,4,3,3,5,2,5,3,5,4,3,4,3,20,1,1
2096,3,2,5,1,5,4,1,2,5,4,4,4,3,5,3,2,5,2,3,4,3,1,2,1,1,2,2,0,4,2,5,3,38,2,2
2097,3,2,5,3,4,4,4,5,0,2,2,0,4,5,1,3,5,2,1,4,4,3,2,4,0,2,3,4,3,4,5,3,34,2,1
2098,0,5,3,2,5,3,2,2,1,0,1,1,0,4,-1,2,2,1,0,2,1,-1,2,1,2,2,3,3,2,0,4,3,16,2,1
2099,4,5,4,4,5,5,4,5,4,5,3,3,3,4,-1,1,5,4,4,5,4,1,2,5,4,4,5,5,4,4,4,4,38,2,1
2100,1,5,3,4,4,4,2,3,0,3,2,3,5,5,0,3,5,4,2,2,4,2,1,3,4,3,1,5,4,0,3,4,19,3,1
2101,2,3,2,5,5,4,2,3,0,4,1,2,3,5,0,4,5,1,0,0,4,3,1,-1,1,2,3,3,3,2,1,2,18,2,1
2102,1,3,4,1,5,3,3,5,3,1,1,3,5,3,0,1,2,1,1,3,3,0,3,1,0,3,3,1,3,2,5,3,36,1,1
2103,3,3,5,3,4,4,4,2,0,2,2,1,3,4,0,3,3,5,-1,5,5,3,2,3,0,4,3,5,1,3,5,3,22,1,1
2104,5,5,5,5,5,5,3,3,1,0,-1,3,3,4,1,3,5,3,1,1,5,1,3,5,1,3,3,3,3,1,3,5,18,2,1
2105,5,4,5,2,5,5,4,5,5,5,5,5,5,5,3,2,5,5,0,5,4,2,2,5,4,5,4,5,5,5,5,3,37,1,1
2106,5,2,5,4,5,2,4,1,0,0,1,1,2,5,-2,0,3,2,3,2,0,3,2,1,2,2,4,3,2,1,2,5,17,2,1
2107,2,3,3,5,1,4,3,2,3,5,3,3,5,5,0,1,5,3,1,3,2,2,1,2,3,4,2,4,3,1,3,3,31,2,2
2108,5,4,5,4,5,5,3,4,5,5,5,4,3,5,3,3,5,5,2,3,3,3,2,4,3,3,2,4,5,4,4,5,48,2,1
2109,0,2,4,4,4,4,-1,1,3,5,0,0,4,5,1,1,3,-1,1,0,4,1,1,2,-2,4,2,3,3,4,4,4,21,1,2
2110,3,5,5,3,3,3,3,1,3,1,1,1,5,5,-1,1,5,3,1,1,4,1,3,-1,-1,1,2,5,1,3,1,3,19,2,2
2111,0,3,4,3,2,4,3,0,5,5,5,4,3,5,0,2,3,1,3,4,3,3,3,1,0,2,1,1,1,1,3,0,36,2,2
2112,2,3,4,2,4,3,1,4,4,3,3,1,2,5,1,2,3,2,2,1,3,0,1,0,1,2,2,4,1,5,3,2,27,2,2
2113,3,0,4,4,5,3,2,2,2,4,4,5,5,5,0,2,2,2,2,5,4,2,3,2,1,2,4,4,0,3,3,1,28,1,2
2114,-1,2,5,2,5,4,3,5,1,2,-1,3,1,5,0,2,3,3,1,3,3,4,0,3,0,1,3,5,1,1,5,1,22,1,1
2115,1,2,5,4,5,3,4,5,2,1,3,2,4,5,-1,2,4,4,5,3,3,1,3,2,-1,1,4,3,2,3,3,2,23,2,1
2116,1,2,5,2,2,3,0,3,3,2,3,5,1,5,0,1,3,2,0,1,1,1,4,2,0,3,3,5,3,2,1,0,18,1,2
2117,0,3,5,2,5,3,0,5,5,5,2,3,4,5,1,4,5,5,2,4,4,3,2,3,1,4,3,5,4,4,4,5,29,1,1
2118,-1,3,1,1,5,3,3,1,3,5,3,1,5,5,1,5,3,3,2,3,3,5,3,3,-1,3,5,5,-1,3,5,3,22,1,2
2119,1,5,4,0,2,3,2,3,-3,4,3,3,1,4,1,-2,2,0,2,3,4,2,3,3,0,3,0,4,1,0,1,0,31,1,1
2120,1,0,4,3,5,4,3,1,4,5,3,5,5,5,3,3,3,0,0,0,4,2,4,5,1,4,1,4,0,4,4,3,24,1,2
2121,5,5,5,5,5,5,1,3,-5,3,1,3,3,3,-3,1,5,3,3,5,3,1,3,5,1,3,1,5,3,1,5,5,23,2,1
2122,5,3,5,3,5,5,1,3,3,1,2,0,2,3,-1,2,5,3,1,3,1,0,3,1,0,3,3,2,3,-1,5,3,18,2,1
