,Q1A,Q2A,Q3A,Q4A,Q5A,Q6A,Q7A,Q8A,Q9A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q20A,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize
4101,5.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,4.0,5.0,1.0,4.0,2.0,1.0,5.0,4.0,3.0,7,7,6,5,7,1,4,5,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,2,21,1,2,1,20,2,1,2
4102,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,5.0,3.0,2.0,1.0,1.0,3.0,4.0,2.0,4.0,4.0,5.0,1.0,5,3,3,5,3,5,7,5,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,2,1,31,1,2,1,60,1,2,4
4103,2.0,2.0,2.0,5.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,3,1,6,5,6,2,5,1,6,5,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,4,2,2,1,65,2,1,1,60,1,2,1
4104,1.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,7,6,6,4,0,1,4,2,6,5,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,1,56,2,1,1,50,1,2,2
4105,2.0,3.0,5.0,3.0,5.0,4.0,2.0,1.0,5.0,5.0,1.0,5.0,4.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,1,5,3,7,6,7,2,6,1,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,2,1,22,1,2,5,60,1,1,3
4106,5.0,5.0,1.0,1.0,5.0,2.0,1.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,5,5,5,2,7,1,5,2,4,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3,2,2,2,31,1,1,1,30,2,1,5
4107,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,4,5,6,5,5,4,5,2,4,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,1,1,43,1,7,1,60,2,2,3
4108,4.0,3.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,1.0,5.0,4.0,1.0,4.0,4.0,2.0,5.0,5.0,5.0,2,6,6,5,5,7,5,1,5,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,1,1,2,24,2,2,1,60,1,1,3
4109,5.0,5.0,2.0,3.0,5.0,1.0,1.0,5.0,2.0,1.0,2.0,5.0,4.0,1.0,5.0,4.0,2.0,5.0,5.0,5.0,1,4,5,2,1,7,7,5,6,3,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,3,1,2,2,31,1,1,2,60,1,1,3
4110,4.0,2.0,4.0,3.0,4.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,2.0,5.0,5.0,2.0,2,6,5,5,6,6,6,5,5,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,2,19,1,1,2,60,1,1,1
4111,2.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,6,5,7,7,5,6,5,7,7,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,3,2,1,21,1,10,1,10,1,1,3
4112,4.0,1.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,5.0,3.0,2.0,3,5,6,4,7,7,5,5,6,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,4,3,1,2,23,1,8,1,10,1,1,2
4113,4.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,5.0,3.0,4.0,3.0,1.0,3.0,5.0,3.0,4,2,6,2,6,7,5,2,6,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,2,20,1,2,1,60,2,1,3
4114,3.0,3.0,3.0,4.0,5.0,1.0,2.0,2.0,3.0,3.0,1.0,5.0,5.0,2.0,3.0,2.0,4.0,3.0,5.0,1.0,4,6,7,5,6,3,2,4,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,2,1,2,29,1,2,1,60,1,1,1
4115,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,3.0,1.0,5.0,5.0,3.0,5.0,1.0,1.0,5,1,7,6,5,7,7,1,6,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,3,2,2,2,20,1,7,1,20,2,2,2
4116,5.0,3.0,5.0,5.0,3.0,2.0,2.0,4.0,5.0,4.0,3.0,5.0,1.0,2.0,1.0,2.0,5.0,5.0,1.0,4.0,3,4,3,6,5,6,6,1,5,2,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,3,2,1,2,21,1,10,2,20,2,1,3
4117,1.0,3.0,5.0,5.0,1.0,4.0,3.0,1.0,5.0,5.0,1.0,4.0,1.0,4.0,2.0,2.0,5.0,2.0,5.0,2.0,2,5,6,7,5,7,5,5,4,3,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,2,3,2,2,19,1,2,4,20,2,1,3
4118,4.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,2.0,5.0,2.0,3.0,4.0,5.0,5.0,5,6,3,5,6,4,3,5,3,4,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,4,3,2,2,19,1,1,2,10,2,1,3
4119,5.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,1,7,7,1,2,7,1,1,7,7,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,3,1,1,1,23,1,1,1,60,1,1,2
4120,5.0,4.0,2.0,2.0,4.0,2.0,1.0,5.0,5.0,5.0,1.0,4.0,5.0,2.0,4.0,1.0,1.0,2.0,5.0,2.0,7,6,6,4,6,1,3,1,3,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,1,2,38,1,2,1,60,1,1,3
4121,5.0,4.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,4.0,2.0,2.0,5.0,5.0,4.0,5,6,4,2,6,4,3,4,6,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2,3,2,2,22,1,1,1,60,2,1,0
4122,5.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,3.0,3.0,1.0,1.0,7,4,6,1,7,3,2,1,6,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,3,2,2,16,2,10,1,20,2,1,3
4123,2.0,1.0,4.0,4.0,2.0,4.0,3.0,2.0,5.0,5.0,2.0,1.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,6,1,6,4,6,6,7,3,4,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,19,1,10,1,20,2,1,3
4124,2.0,4.0,4.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,1.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,5.0,2.0,3,5,6,6,3,5,7,3,5,3,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,4,2,2,1,28,1,1,1,60,1,2,2
4125,2.0,1.0,5.0,5.0,5.0,2.0,2.0,4.0,5.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,6,6,6,1,7,5,7,1,5,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,3,1,1,1,30,1,1,1,60,1,2,2
4126,5.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,2.0,2.0,1.0,5.0,4.0,1.0,5.0,4.0,1.0,5.0,5.0,5.0,6,5,3,4,6,5,6,6,6,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,1,1,25,1,1,1,60,1,1,2
4127,2.0,4.0,2.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,1.0,2.0,4.0,2.0,4.0,3.0,5.0,4.0,5,3,5,5,6,1,3,3,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,1,2,1,26,1,1,1,60,1,2,3
4128,5.0,5.0,1.0,2.0,5.0,1.0,1.0,5.0,1.0,3.0,3.0,5.0,4.0,2.0,3.0,1.0,3.0,4.0,5.0,3.0,1,6,3,6,5,4,7,2,6,2,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,3,3,2,2,19,1,12,2,10,2,1,1
4129,5.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,5.0,5.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,5.0,4.0,1.0,3,5,5,7,6,6,3,3,3,7,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,1,2,1,29,1,2,1,60,1,1,1
4130,2.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,3.0,1.0,1.0,7,0,0,0,7,5,0,0,6,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,3,2,2,16,1,10,1,20,2,1,3
4131,5.0,1.0,1.0,3.0,5.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,2.0,1.0,5.0,4.0,1.0,5.0,5.0,5.0,2,5,6,5,6,2,3,2,6,2,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,3,2,1,1,53,1,12,1,60,2,1,2
4132,1.0,5.0,1.0,1.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,3.0,5.0,2.0,2.0,3.0,1.0,3,6,5,6,6,6,3,3,3,5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,1,2,26,1,7,1,60,1,1,1
4133,4.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,4.0,4.0,1.0,5,5,7,6,7,6,7,3,3,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,2,2,34,1,4,1,10,2,2,1
4134,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,4.0,1.0,1,3,6,6,3,7,7,1,5,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,1,41,1,6,1,60,1,2,2
4135,2.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,5.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,5.0,2.0,7,5,6,2,6,1,6,5,6,2,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,4,2,2,1,56,1,6,1,60,1,2,3
4136,4.0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,3.0,5.0,1.0,5.0,4.0,5.0,4.0,7,2,1,7,6,1,7,3,1,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,32,1,9,2,60,1,2,2
4137,4.0,2.0,2.0,3.0,4.0,1.0,1.0,4.0,4.0,5.0,3.0,4.0,1.0,1.0,2.0,5.0,1.0,5.0,5.0,4.0,7,4,2,5,6,2,3,5,2,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,3,1,1,18,1,2,1,60,2,1,2
4138,1.0,2.0,4.0,3.0,5.0,4.0,2.0,1.0,5.0,5.0,1.0,5.0,4.0,1.0,5.0,4.0,5.0,4.0,5.0,1.0,7,6,7,5,6,3,2,2,6,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,30,1,2,1,60,1,2,3
4139,1.0,1.0,5.0,4.0,1.0,5.0,2.0,1.0,5.0,5.0,5.0,2.0,1.0,3.0,3.0,5.0,4.0,3.0,4.0,1.0,6,1,7,5,7,3,7,2,7,6,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,4,2,2,1,63,1,6,1,60,1,3,4
4140,5.0,5.0,3.0,1.0,5.0,2.0,1.0,5.0,4.0,2.0,3.0,4.0,4.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,2,4,5,3,7,7,7,5,7,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,4,3,1,2,23,1,8,1,10,1,1,1
4141,4.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,5.0,1.0,3.0,2.0,4.0,5.0,5.0,4.0,2,5,5,6,4,3,2,1,6,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,1,2,38,1,2,1,60,1,2,2
4142,5.0,1.0,2.0,4.0,2.0,1.0,1.0,4.0,5.0,2.0,1.0,5.0,5.0,2.0,5.0,1.0,1.0,5.0,4.0,5.0,5,3,0,2,5,5,3,2,6,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,1,49,1,6,1,60,1,1,2
4143,4.0,1.0,5.0,3.0,3.0,1.0,1.0,4.0,5.0,2.0,2.0,5.0,1.0,3.0,5.0,5.0,3.0,1.0,4.0,1.0,1,5,7,1,6,7,3,1,7,3,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,1,2,47,1,4,1,60,1,2,4
4144,5.0,5.0,3.0,1.0,5.0,1.0,1.0,5.0,4.0,1.0,1.0,4.0,4.0,1.0,5.0,1.0,1.0,1.0,5.0,4.0,1,6,7,3,6,6,1,1,6,2,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,4,1,1,1,24,1,6,1,60,1,2,2
4145,5.0,1.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,1.0,5.0,1.0,3.0,4.0,5.0,1.0,5.0,4.0,2.0,5,1,4,5,6,7,6,2,1,2,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,1,2,2,20,1,5,1,10,2,1,3
4146,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,7,6,7,1,6,1,4,1,7,4,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,2,2,1,1,26,1,2,1,60,1,1,2
4147,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,3.0,1,6,5,6,5,6,5,6,4,5,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,2,3,2,2,19,1,1,5,10,2,1,5
4148,5.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,4.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,4.0,2,1,7,3,7,7,6,5,7,5,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,1,1,2,32,1,1,1,60,1,1,2
4149,4.0,4.0,2.0,2.0,1.0,4.0,2.0,2.0,5.0,4.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,5.0,1.0,5,2,7,6,6,6,6,2,6,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,3,1,2,1,51,1,6,1,60,1,2,4
4150,5.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,4.0,4.0,4.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,6,6,6,7,7,5,7,5,2,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,20,1,7,1,20,2,1,2
4151,1.0,1.0,5.0,1.0,4.0,5.0,5.0,1.0,5.0,4.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,5,7,1,6,7,7,5,7,5,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,3,1,2,30,1,7,1,10,1,1,4
4152,5.0,5.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,2.0,4.0,6,7,7,1,7,3,1,2,6,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,3,1,2,2,22,1,6,1,10,2,1,6
4153,1.0,1.0,4.0,5.0,2.0,4.0,4.0,2.0,5.0,4.0,2.0,2.0,1.0,5.0,4.0,5.0,2.0,4.0,4.0,1.0,5,5,5,3,7,3,7,3,5,3,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,4,2,2,1,30,1,8,1,10,1,1,2
4154,5.0,4.0,2.0,1.0,4.0,2.0,1.0,3.0,5.0,2.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,3,4,6,1,7,5,5,1,7,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,1,1,24,1,2,1,10,1,1,2
4155,5.0,2.0,1.0,3.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,4.0,1.0,3.0,4.0,3.0,3.0,5.0,3.0,4,2,5,1,7,1,5,2,7,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,2,3,2,1,48,1,1,1,60,1,2,2
4156,2.0,2.0,2.0,5.0,2.0,4.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1,1,6,2,3,7,7,5,6,5,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4,2,2,1,41,1,4,1,60,1,2,2
4157,4.0,3.0,3.0,3.0,5.0,2.0,1.0,2.0,5.0,4.0,2.0,5.0,4.0,1.0,2.0,1.0,4.0,5.0,4.0,1.0,4,2,6,3,6,7,6,3,6,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,1,78,1,6,1,60,1,2,6
4158,3.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,5.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,5.0,4.0,3,5,7,5,3,6,6,1,5,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,21,1,2,4,60,1,1,2
4159,4.0,4.0,2.0,3.0,4.0,2.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,2.0,2.0,5.0,1.0,4,5,6,5,7,3,6,5,3,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,4,2,2,1,31,1,1,1,60,1,2,2
4160,1.0,4.0,1.0,5.0,4.0,2.0,4.0,2.0,5.0,2.0,2.0,1.0,1.0,3.0,5.0,4.0,1.0,4.0,5.0,3.0,3,1,6,2,3,5,5,3,7,6,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,1,1,31,1,1,1,60,1,2,2
4161,5.0,4.0,4.0,3.0,4.0,3.0,1.0,2.0,5.0,4.0,1.0,5.0,2.0,3.0,4.0,1.0,3.0,3.0,5.0,2.0,6,2,6,2,7,2,7,7,6,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,3,2,1,1,23,1,1,1,60,2,1,3
4162,5.0,5.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,7,7,3,5,5,1,5,7,5,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,1,28,1,7,2,70,2,3,2
4163,4.0,5.0,4.0,1.0,5.0,1.0,1.0,5.0,2.0,1.0,1.0,4.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,7,7,6,5,7,1,2,4,1,2,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3,3,1,1,48,1,2,3,60,1,2,2
4164,5.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,2,6,5,2,7,5,1,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,15,3,2,2,60,2,1,3
4165,2.0,4.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,4.0,1.0,3,3,6,3,2,6,7,1,5,5,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,1,2,1,20,1,6,1,60,1,1,3
4166,4.0,5.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0,5.0,1.0,5.0,4.0,1.0,5.0,1.0,1.0,5.0,5.0,4.0,7,7,3,7,3,2,7,4,6,4,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,2,1,2,40,1,1,1,60,2,1,4
4167,4.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,4.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,5,7,5,1,6,5,4,4,7,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,2,18,1,2,1,60,2,1,2
4168,5.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0,5.0,2.0,1.0,4.0,4.0,5.0,4.0,2.0,2.0,3.0,6,2,6,2,6,4,5,2,6,2,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,3,2,1,1,50,1,6,1,60,1,2,2
4169,2.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,4.0,4.0,1.0,3,6,5,3,5,5,4,4,6,3,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,3,2,1,2,28,1,6,1,60,2,1,2
4170,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,4.0,1.0,3.0,2.0,1.0,3.0,1.0,4.0,5.0,5.0,1.0,6,7,6,7,7,2,7,5,1,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,1,19,1,2,2,60,2,1,2
4171,5.0,4.0,4.0,1.0,3.0,1.0,5.0,5.0,4.0,4.0,2.0,5.0,1.0,1.0,2.0,4.0,3.0,5.0,2.0,5.0,6,7,7,2,7,1,6,1,6,3,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,2,2,1,2,33,1,10,4,20,1,2,3
4172,1.0,2.0,5.0,4.0,1.0,3.0,2.0,1.0,5.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,5.0,1.0,3.0,1.0,4,6,4,6,6,4,6,4,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,4,1,2,1,31,1,1,1,60,2,1,2
4173,5.0,3.0,4.0,1.0,3.0,1.0,1.0,4.0,4.0,2.0,1.0,5.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,5.0,7,5,7,1,6,3,5,2,7,3,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,1,2,22,1,1,1,60,1,1,3
4174,5.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,6,6,2,3,3,6,3,3,6,6,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,3,1,1,1,30,1,2,1,10,1,1,3
4175,2.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,4.0,5.0,2.0,2.0,1.0,3.0,5.0,5.0,1.0,5,4,7,5,7,5,4,2,3,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,21,1,7,1,60,1,1,3
4176,4.0,4.0,1.0,2.0,4.0,1.0,1.0,3.0,4.0,2.0,2.0,4.0,5.0,1.0,4.0,4.0,2.0,5.0,4.0,4.0,1,2,5,2,7,6,3,7,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,19,1,1,1,30,2,1,4
4177,5.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,1.0,5.0,1.0,1.0,4.0,5.0,2.0,4.0,5.0,3.0,2,1,6,4,6,6,5,2,6,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,1,2,22,1,10,2,10,2,1,2
4178,5.0,5.0,1.0,1.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,2,7,6,1,5,7,1,1,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,19,1,6,1,60,2,1,1
4179,4.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,5.0,2.0,1.0,5.0,3.0,5.0,4.0,4.0,1.0,4.0,5.0,1.0,6,5,5,2,6,1,6,2,4,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4,2,2,1,35,1,7,1,60,1,3,2
4180,2.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,5.0,3.0,2.0,5.0,1.0,5,2,4,1,7,2,6,2,5,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,3,1,2,17,1,12,1,10,2,1,1
4181,5.0,3.0,3.0,3.0,5.0,5.0,2.0,5.0,3.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0,2.0,3.0,3.0,7,1,4,1,4,6,6,2,6,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,3,1,2,22,1,12,1,10,2,2,1
4182,2.0,1.0,3.0,5.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,2.0,2.0,1.0,1.0,5.0,1.0,6,5,7,6,6,4,7,2,3,3,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,18,1,1,1,10,2,1,1
4183,3.0,4.0,1.0,3.0,3.0,1.0,2.0,4.0,2.0,1.0,3.0,4.0,3.0,2.0,5.0,1.0,1.0,1.0,3.0,1.0,6,1,7,1,5,2,5,4,6,6,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,2,2,1,1,22,1,4,1,60,1,1,3
4184,2.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,5.0,4.0,1.0,4.0,1.0,2.0,1.0,4.0,2.0,4.0,4.0,2.0,2,3,4,6,6,7,6,5,4,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,4,3,2,1,30,1,7,1,60,1,2,2
4185,5.0,5.0,1.0,5.0,3.0,5.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,4.0,5.0,1.0,5,7,7,6,7,7,2,6,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,4,1,1,2,24,1,6,1,10,1,1,3
4186,5.0,5.0,1.0,1.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,5.0,4.0,1.0,4.0,1.0,1.0,5.0,1.0,4.0,2,6,3,3,5,7,5,5,6,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,1,1,1,24,1,6,1,60,1,1,1
