,Q1A,Q2A,Q3A,Q4A,Q5A,Q6A,Q7A,Q8A,Q9A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q20A,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize
16758,1.0,2.0,5.0,1.0,5.0,5.0,4.0,1.0,5.0,5.0,1.0,4.0,4.0,1.0,1.0,3.0,1.0,3.0,5.0,1.0,6,6,7,5,7,5,6,5,7,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,3,2,2,1,36,1,1,2,60,0,1,3
16759,1.0,1.0,3.0,2.0,3.0,5.0,5.0,2.0,3.0,3.0,2.0,1.0,4.0,5.0,1.0,5.0,4.0,5.0,2.0,1.0,2,5,3,5,2,0,5,3,4,5,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,1,1,21,1,1,1,60,1,1,2
16760,1.0,5.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,4.0,4.0,1.0,2,5,6,5,5,5,6,2,4,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,2,1,32,1,4,1,60,2,2,2
16761,2.0,3.0,5.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,1.0,6,2,3,4,5,3,7,6,4,3,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4,2,2,1,26,2,7,1,60,1,1,3
16762,1.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,6,6,7,2,5,7,6,1,5,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,3,2,1,1,22,2,4,1,60,2,1,3
16763,2.0,2.0,5.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,2.0,5.0,1.0,3.0,4.0,4.0,2.0,4.0,4.0,1.0,3,5,5,5,6,5,7,5,5,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3,3,1,1,45,1,7,1,60,1,3,3
16764,5.0,4.0,1.0,1.0,4.0,2.0,1.0,4.0,3.0,1.0,1.0,5.0,4.0,2.0,5.0,1.0,1.0,4.0,5.0,2.0,2,6,6,2,3,6,3,5,7,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,2,2,1,1,23,3,0,1,60,1,1,2
16765,4.0,2.0,4.0,2.0,4.0,4.0,2.0,1.0,5.0,2.0,1.0,5.0,2.0,5.0,4.0,4.0,2.0,1.0,5.0,1.0,6,6,5,6,5,2,6,5,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,24,1,7,2,60,1,1,3
16766,5.0,3.0,5.0,3.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,5.0,3.0,3.0,5.0,1.0,7,6,7,5,7,7,6,1,6,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,2,1,23,2,4,1,70,1,1,3
16767,4.0,5.0,2.0,4.0,4.0,4.0,1.0,5.0,2.0,4.0,1.0,4.0,5.0,1.0,4.0,1.0,1.0,5.0,5.0,1.0,6,6,5,2,7,2,7,5,6,2,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,3,1,2,25,1,1,1,60,1,1,2
16768,1.0,1.0,5.0,3.0,1.0,4.0,3.0,4.0,5.0,4.0,4.0,1.0,1.0,2.0,4.0,5.0,1.0,1.0,5.0,1.0,6,2,7,4,4,5,5,1,6,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,1,28,1,1,1,60,2,1,2
16769,2.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,1.0,4.0,4.0,3.0,5.0,1.0,1.0,5.0,5.0,5.0,5,5,2,4,5,2,7,5,5,4,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,2,2,1,45,1,1,1,60,2,3,2
16770,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,5.0,4.0,2,3,6,5,3,6,6,2,4,3,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,2,1,1,47,1,2,3,60,1,1,0
16771,2.0,3.0,4.0,2.0,4.0,1.0,1.0,3.0,4.0,3.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,5.0,5.0,1.0,3,5,2,6,3,5,5,6,3,4,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,2,1,1,18,1,1,1,60,2,1,1
16772,4.0,5.0,2.0,4.0,4.0,2.0,1.0,4.0,4.0,5.0,2.0,5.0,5.0,1.0,5.0,3.0,5.0,4.0,4.0,4.0,5,5,7,5,0,7,5,5,5,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,2,1,1,20,1,10,1,70,2,1,3
16773,5.0,5.0,4.0,3.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0,5.0,1.0,1.0,2.0,5.0,5.0,4.0,2.0,4.0,1,7,5,6,6,7,3,3,2,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,2,3,1,1,18,1,10,1,10,2,1,3
16774,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,7,5,7,4,5,3,5,3,5,3,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,2,2,2,1,18,1,1,1,60,2,1,3
16775,2.0,5.0,2.0,1.0,5.0,1.0,1.0,4.0,2.0,1.0,2.0,4.0,4.0,1.0,5.0,1.0,1.0,4.0,5.0,5.0,5,1,0,7,7,6,5,1,7,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,4,3,2,1,68,1,4,1,30,1,3,5
16776,5.0,3.0,2.0,3.0,4.0,1.0,1.0,4.0,5.0,2.0,1.0,5.0,4.0,2.0,3.0,1.0,1.0,4.0,5.0,4.0,1,5,6,5,6,7,4,3,5,7,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,1,57,1,1,3,60,1,2,5
16777,5.0,5.0,2.0,3.0,5.0,4.0,1.0,5.0,1.0,2.0,1.0,5.0,4.0,1.0,4.0,2.0,1.0,5.0,1.0,5.0,2,3,5,6,5,5,6,7,6,5,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,4,3,1,2,25,1,10,2,60,2,1,2
16778,5.0,5.0,1.0,1.0,5.0,1.0,3.0,5.0,3.0,5.0,1.0,5.0,5.0,1.0,4.0,1.0,1.0,4.0,5.0,4.0,4,2,5,6,5,6,6,4,5,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,2,46,1,1,1,10,2,2,5
16779,4.0,2.0,3.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,3.0,5.0,1.0,1.0,4.0,1.0,4.0,5.0,5.0,3.0,1,6,7,4,7,6,1,2,4,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3,2,2,2,35,1,12,5,70,2,1,2
16780,1.0,2.0,5.0,5.0,3.0,4.0,5.0,1.0,5.0,1.0,2.0,3.0,2.0,5.0,1.0,4.0,2.0,1.0,5.0,1.0,6,3,6,2,7,3,5,3,6,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,2,1,54,1,3,3,60,1,1,5
16781,4.0,5.0,2.0,1.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,5.0,2.0,4.0,2.0,1.0,5.0,5.0,3.0,2,5,7,6,6,6,2,1,7,3,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,2,3,1,2,21,1,1,3,60,1,1,2
16782,5.0,5.0,3.0,1.0,5.0,2.0,1.0,3.0,3.0,2.0,1.0,5.0,4.0,1.0,4.0,3.0,3.0,4.0,5.0,3.0,3,5,2,5,4,7,4,5,4,2,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,4,1,1,1,35,1,2,1,70,2,1,2
16783,5.0,2.0,2.0,1.0,5.0,1.0,5.0,2.0,3.0,4.0,1.0,5.0,5.0,3.0,5.0,2.0,5.0,5.0,5.0,1.0,3,4,6,2,4,5,5,1,5,3,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,3,1,2,16,1,7,1,60,2,1,2
16784,2.0,3.0,5.0,4.0,2.0,3.0,2.0,1.0,5.0,3.0,1.0,5.0,4.0,1.0,5.0,2.0,1.0,4.0,5.0,1.0,2,6,5,7,5,7,6,5,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,1,32,1,7,1,70,2,1,4
16785,2.0,1.0,2.0,3.0,2.0,4.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,1,5,3,7,4,3,4,5,5,5,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,30,1,1,1,70,1,1,4
16786,5.0,5.0,3.0,2.0,5.0,2.0,3.0,5.0,5.0,3.0,1.0,5.0,3.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,7,7,7,7,0,6,1,4,6,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3,3,2,1,55,1,4,1,60,1,1,3
16787,5.0,5.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,3.0,5.0,3.0,6,4,7,1,7,1,3,1,7,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,3,2,1,1,30,1,9,1,60,1,1,2
16788,5.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,4.0,1.0,5.0,1.0,3.0,5.0,4.0,5.0,7,6,6,2,7,6,6,2,7,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,3,2,1,2,29,1,4,1,60,1,1,5
16789,4.0,4.0,3.0,3.0,5.0,3.0,1.0,5.0,2.0,5.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,2.0,2,6,6,6,7,7,5,6,4,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,3,1,2,20,1,12,1,60,1,1,1
16790,1.0,2.0,5.0,5.0,4.0,5.0,4.0,1.0,5.0,3.0,1.0,2.0,1.0,5.0,2.0,2.0,3.0,1.0,4.0,1.0,5,5,3,7,4,5,7,7,2,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,1,2,1,20,1,2,1,60,2,1,3
16791,5.0,5.0,1.0,5.0,4.0,1.0,1.0,5.0,2.0,1.0,4.0,5.0,4.0,5.0,5.0,1.0,4.0,2.0,5.0,5.0,6,1,5,1,7,3,7,7,3,4,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,3,1,1,2,21,1,8,2,10,1,1,1
16792,1.0,2.0,4.0,4.0,4.0,2.0,1.0,2.0,5.0,5.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,5.0,1.0,6,5,7,3,7,3,5,2,6,3,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4,1,1,1,59,1,6,2,60,1,2,4
16793,1.0,1.0,5.0,2.0,2.0,5.0,5.0,1.0,5.0,5.0,1.0,2.0,3.0,3.0,1.0,5.0,4.0,1.0,1.0,1.0,5,1,7,2,7,5,7,1,7,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,1,71,1,4,1,60,1,2,3
16794,4.0,5.0,3.0,2.0,5.0,1.0,2.0,4.0,5.0,4.0,1.0,5.0,1.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,1,5,6,7,3,7,6,2,2,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,4,3,1,2,42,2,12,1,10,1,2,2
16795,5.0,4.0,1.0,2.0,5.0,1.0,1.0,4.0,1.0,2.0,2.0,5.0,5.0,1.0,4.0,1.0,1.0,5.0,5.0,3.0,4,5,3,5,5,7,3,6,5,7,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,3,1,1,2,30,1,12,1,70,2,1,2
16796,5.0,5.0,2.0,2.0,4.0,2.0,1.0,5.0,3.0,3.0,1.0,5.0,1.0,1.0,5.0,2.0,3.0,3.0,1.0,5.0,6,6,7,5,6,5,6,2,6,7,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,2,1,1,2,16,1,10,1,10,2,1,2
16797,4.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,3,7,6,2,7,7,6,5,7,2,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,3,2,1,2,30,1,4,1,70,0,1,1
16798,5.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5,7,7,5,5,6,5,1,7,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,3,1,1,30,1,6,1,30,2,1,8
16799,2.0,2.0,3.0,4.0,4.0,5.0,5.0,1.0,5.0,5.0,1.0,4.0,4.0,1.0,2.0,4.0,5.0,1.0,4.0,1.0,5,2,7,2,7,6,7,5,6,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,3,2,2,49,1,10,1,60,1,1,4
16800,1.0,3.0,3.0,5.0,4.0,4.0,1.0,2.0,5.0,5.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,4.0,5.0,1.0,5,2,5,6,5,4,7,4,4,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,28,1,2,1,60,1,1,3
16801,1.0,4.0,5.0,3.0,2.0,3.0,2.0,2.0,5.0,5.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,1.0,4.0,2.0,6,2,7,6,5,4,6,2,3,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,2,1,26,1,7,1,60,2,1,3
16802,4.0,4.0,2.0,4.0,4.0,2.0,2.0,5.0,4.0,2.0,1.0,5.0,5.0,1.0,4.0,5.0,1.0,5.0,5.0,1.0,3,6,3,5,7,4,3,5,3,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,2,29,1,2,1,60,2,2,4
16803,5.0,5.0,3.0,4.0,3.0,4.0,1.0,3.0,4.0,5.0,1.0,4.0,4.0,1.0,3.0,5.0,3.0,5.0,5.0,3.0,2,2,4,1,6,7,4,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,15,3,4,1,10,2,1,0
16804,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,4.0,5.0,1.0,5,5,5,5,6,2,6,3,6,4,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,1,18,1,2,1,60,1,1,4
16805,1.0,1.0,5.0,4.0,3.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,6,7,7,7,7,5,1,1,7,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,3,1,1,1,26,1,1,1,60,2,1,0
16806,4.0,5.0,2.0,1.0,2.0,1.0,4.0,2.0,3.0,5.0,2.0,5.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,4.0,6,3,6,5,7,3,5,2,3,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,4,3,2,2,29,1,7,1,60,2,1,1
16807,1.0,1.0,5.0,5.0,1.0,5.0,2.0,1.0,5.0,5.0,2.0,1.0,1.0,5.0,3.0,5.0,4.0,2.0,5.0,1.0,6,5,6,4,5,5,6,2,4,3,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,4,3,1,1,63,1,6,1,60,1,2,5
16808,4.0,5.0,3.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,5.0,4.0,4.0,4.0,1.0,2.0,4.0,5.0,2.0,4,6,5,3,6,5,6,5,3,4,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1,1,23,1,2,1,60,2,1,4
16809,3.0,3.0,1.0,3.0,4.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1,4,7,1,7,1,4,1,7,5,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,3,3,1,2,29,1,8,1,10,1,1,2
16810,1.0,4.0,2.0,5.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,5.0,5.0,2.0,4.0,5.0,1.0,7,5,6,5,6,2,6,3,6,2,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,3,1,2,1,33,1,6,1,60,2,1,3
16811,2.0,2.0,4.0,4.0,1.0,4.0,5.0,1.0,5.0,5.0,2.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,5.0,1.0,6,3,6,2,6,3,7,1,6,2,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2,2,2,1,69,1,4,1,60,1,2,3
16812,1.0,3.0,4.0,5.0,2.0,5.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,5,6,5,6,3,7,6,1,5,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,2,1,1,1,19,1,4,1,60,1,1,2
16813,3.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,1.0,2.0,4.0,5.0,3.0,5,6,6,5,6,3,6,3,5,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,1,1,20,1,12,1,60,1,1,2
16814,1.0,1.0,1.0,3.0,2.0,5.0,5.0,4.0,5.0,5.0,2.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,5.0,1.0,2,5,7,3,3,4,3,1,5,2,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,3,2,2,1,19,2,2,1,30,1,1,1
16815,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,1.0,5.0,1.0,4.0,2.0,5.0,2.0,2,5,7,3,5,6,5,2,6,2,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,3,1,2,25,1,4,1,30,1,1,0
16816,1.0,2.0,4.0,5.0,2.0,4.0,4.0,1.0,5.0,4.0,4.0,2.0,1.0,5.0,3.0,5.0,5.0,2.0,4.0,1.0,5,3,6,2,6,6,7,3,5,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,2,1,2,1,32,1,7,2,60,1,1,3
16817,3.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,2.0,3,5,7,5,5,6,6,3,6,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,24,1,1,2,70,1,1,3
16818,5.0,4.0,2.0,2.0,5.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,4.0,1.0,7,2,6,1,7,1,7,4,6,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,1,2,28,1,6,1,30,2,1,2
16819,3.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,1,4,6,4,5,4,2,4,4,2,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,3,2,2,1,26,2,4,1,60,1,1,3
16820,5.0,4.0,2.0,3.0,5.0,3.0,2.0,4.0,4.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,3.0,4.0,5.0,1.0,6,6,3,2,6,1,4,1,6,3,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,2,1,18,2,2,1,60,1,1,2
16821,1.0,1.0,5.0,1.0,2.0,4.0,2.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,1.0,6,7,2,7,2,7,7,2,4,6,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,2,2,1,1,21,1,2,1,60,1,1,2
16822,2.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,3.0,5.0,3.0,5.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,6,6,6,2,7,2,5,4,7,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,1,2,28,1,2,1,70,1,1,2
16823,3.0,3.0,1.0,5.0,5.0,3.0,2.0,4.0,5.0,5.0,1.0,4.0,1.0,4.0,3.0,5.0,3.0,2.0,5.0,1.0,2,4,3,7,5,7,5,7,1,4,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,1,42,1,7,1,60,2,1,2
16824,5.0,1.0,5.0,1.0,5.0,4.0,1.0,5.0,5.0,4.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1,1,3,5,7,3,7,6,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,3,3,2,1,34,3,7,1,60,1,2,3
16825,2.0,1.0,5.0,1.0,2.0,4.0,2.0,1.0,5.0,3.0,1.0,3.0,4.0,1.0,3.0,2.0,3.0,1.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,2,1,21,2,7,4,30,2,1,3
16826,2.0,4.0,5.0,4.0,2.0,5.0,2.0,2.0,5.0,4.0,1.0,2.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,1,5,3,7,6,5,4,5,3,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,24,1,2,2,60,1,1,1
16827,4.0,2.0,2.0,2.0,5.0,1.0,2.0,5.0,5.0,2.0,2.0,5.0,4.0,1.0,4.0,2.0,3.0,4.0,3.0,5.0,6,6,6,2,6,3,7,5,4,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4,2,2,2,40,1,6,1,70,1,3,2
16828,2.0,2.0,4.0,5.0,2.0,3.0,3.0,2.0,4.0,5.0,3.0,4.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,1.0,3,2,3,5,5,5,6,3,5,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3,1,2,1,46,1,7,1,60,2,2,3
16829,5.0,5.0,3.0,2.0,5.0,1.0,2.0,5.0,2.0,5.0,1.0,5.0,4.0,1.0,5.0,4.0,1.0,5.0,5.0,4.0,6,5,7,7,1,6,5,7,7,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,2,1,1,15,1,6,1,10,2,1,3
16830,2.0,4.0,5.0,2.0,4.0,5.0,5.0,1.0,5.0,4.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,3.0,5.0,1.0,5,5,7,7,7,3,1,1,3,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,2,1,16,1,3,1,10,2,1,2
16831,1.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,5.0,5.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5,5,7,5,5,5,5,3,6,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,1,2,28,1,7,1,30,1,1,5
16832,4.0,5.0,2.0,1.0,5.0,2.0,1.0,5.0,1.0,2.0,1.0,5.0,3.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,2,7,6,7,5,5,3,3,1,6,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,2,2,27,1,1,2,10,2,1,3
16833,1.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,3.0,1.0,5.0,3.0,5.0,4.0,1.0,5.0,1.0,6,2,7,1,6,4,6,1,7,4,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,3,3,1,1,54,1,4,1,60,1,2,3
16834,2.0,1.0,5.0,2.0,4.0,4.0,5.0,1.0,5.0,4.0,4.0,1.0,1.0,3.0,1.0,5.0,4.0,1.0,5.0,4.0,6,3,6,5,7,3,6,1,4,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,15,1,10,1,10,2,1,4
16835,4.0,5.0,1.0,1.0,5.0,1.0,1.0,4.0,3.0,1.0,1.0,5.0,5.0,2.0,2.0,1.0,2.0,4.0,5.0,1.0,2,3,2,5,5,5,6,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,3,1,2,23,1,2,1,60,1,1,2
16836,1.0,2.0,5.0,5.0,3.0,5.0,1.0,3.0,5.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,5,6,3,5,3,4,7,3,5,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,3,2,1,49,1,12,0,70,1,2,5
16837,5.0,2.0,5.0,2.0,2.0,3.0,4.0,3.0,5.0,5.0,4.0,2.0,5.0,2.0,2.0,4.0,5.0,5.0,5.0,3.0,7,6,3,4,7,2,6,2,5,3,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,3,2,2,2,38,1,4,1,70,1,1,4
16838,5.0,4.0,1.0,1.0,5.0,1.0,1.0,4.0,4.0,2.0,2.0,5.0,1.0,4.0,4.0,1.0,1.0,5.0,5.0,2.0,7,7,6,2,6,1,1,2,6,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,1,2,1,21,1,2,1,60,1,1,2
16839,5.0,1.0,4.0,4.0,5.0,4.0,2.0,2.0,5.0,2.0,1.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5,2,6,1,7,4,7,2,7,5,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,2,1,2,1,40,1,1,1,60,1,3,3
16840,4.0,4.0,5.0,2.0,2.0,5.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,5,6,7,5,5,6,5,3,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,3,2,1,1,42,1,4,1,60,2,1,4
16841,1.0,1.0,2.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,1.0,5.0,3.0,1.0,3.0,2.0,5.0,5.0,5.0,1.0,6,6,2,3,7,1,6,7,6,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,1,2,21,1,1,1,60,2,1,1
16842,1.0,1.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,1.0,2.0,2.0,5.0,4.0,5.0,5.0,1.0,6,3,7,2,7,5,6,3,5,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,2,1,1,23,1,7,1,30,2,1,3
16843,3.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,1.0,5,5,5,3,7,2,5,4,4,3,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,3,1,2,27,1,4,1,10,1,1,2
